"","Genes","FDR","pValue","adjPvalue","logFC","results"
"32","CD2",1.29368339707133e-11,3.93729729543447e-12,1.29368339707133e-11,0.877668434594343,"0"
"33","CD200",0.0649054910923867,0.047268129382499,0.0649054910923866,0.378007417295785,"0"
"34","CD247",0.146446347310547,0.114610184851733,0.146446347310547,0.247286697221097,"0"
"35","CD248",3.08849194558691e-09,1.18615995011671e-09,3.0884919455869e-09,0.843587659346658,"0"
"36","CD27",2.66189554169548e-22,3.27914668179879e-23,2.66189554169548e-22,2.92528455293097,"1"
"37","CD300A",2.19889420122767e-09,8.28568829448108e-10,2.19889420122767e-09,0.735745616669761,"0"
"38","CD302",6.44059759376103e-09,2.56690483809317e-09,6.44059759376104e-09,-1.49840997991362,"-1"
"39","CD33",4.18023271216842e-05,2.27186560443936e-05,4.18023271216842e-05,-0.255222612119118,"0"
"40","CD37",1.28037732185065e-07,5.61324840376552e-08,1.28037732185065e-07,-0.544229373055951,"0"
"41","CD3D",5.75608684350255e-15,1.25132322684838e-15,5.75608684350257e-15,1.28525303324561,"1"
"42","CD48",0.000582244573640978,0.000350190576900008,0.000582244573640978,0.366697280882377,"0"
"43","CD52",8.88790313713077e-28,6.44050951965997e-29,8.88790313713076e-28,-1.07130674819961,"-1"
"44","CD53",1.41576999110898e-05,7.38662604056859e-06,1.41576999110898e-05,-0.212157843605576,"0"
"45","CD69",4.04556924821172e-05,2.16936322005556e-05,4.04556924821172e-05,-1.02254018658319,"-1"
"46","CD74",0.505393692065252,0.459615277928907,0.505393692065252,-0.249846756049109,"0"
"47","CD86",0.572278914411678,0.528735953532529,0.572278914411678,-0.156596058826372,"0"
"48","CD93",9.43086991843057e-24,9.22585100716032e-25,9.43086991843055e-24,-1.1129820321162,"-1"
"49","CDH5",4.73871228116137e-27,3.60554195305756e-28,4.73871228116136e-27,-1.72720605543401,"-1"
"50","CH25H",0.683946285064844,0.65173142381179,0.683946285064844,-0.149041565038714,"0"
"51","CILP",9.84619630281395e-08,4.28095491426694e-08,9.84619630281396e-08,1.3657088879741,"1"
"52","CLEC2B",0.454238221656242,0.404864501910999,0.454238221656243,-0.132097064123472,"0"
"53","CLEC4A",0.184568061904499,0.148456919357967,0.184568061904499,-0.356688183691014,"0"
"54","CLEC7A",0.910251934013925,0.893761862745557,0.910251934013925,-0.163511368932223,"0"
"55","COL10A1",2.197446871369e-28,1.19426460400489e-29,2.197446871369e-28,4.18563541609849,"1"
"56","COL14A1",0.0809873270255864,0.0610339276134854,0.0809873270255863,0.485387376128444,"0"
"57","COL15A1",6.99069970550164e-15,1.54504594940435e-15,6.99069970550165e-15,2.30699094003307,"1"
"58","COL1A2",3.8188885391971e-24,3.45913816956258e-25,3.81888853919709e-24,1.41909369410472,"1"
"59","COL3A1",1.16478552808343e-30,3.79821367853294e-32,1.16478552808343e-30,2.60895232418353,"1"
"60","COL5A3",1.57159460156806e-10,5.40947417206396e-11,1.57159460156806e-10,1.46658857092974,"1"
"61","COL6A3",1.37100223461009e-26,1.14250186217507e-27,1.37100223461009e-26,1.52771918691127,"1"
"62","COL8A2",2.14514126983307e-09,8.00541850698571e-10,2.14514126983306e-09,1.43000684342556,"1"
"63","COMP",1.77158953121065e-16,3.46615343062954e-17,1.77158953121066e-16,2.94574562013333,"1"
"64","CORO1A",1.73370884005708e-19,2.57543704501232e-20,1.73370884005708e-19,0.830466433101717,"0"
"65","COX7A1",4.97463698968175e-18,9.01202353203214e-19,4.97463698968174e-18,-1.56972099471315,"-1"
"66","CSF1R",0.000113053693415647,6.38999136697133e-05,0.000113053693415647,0.267433580804667,"0"
"67","CST7",0.559585490730632,0.513438663853857,0.559585490730632,0.030411914255347,"0"
"68","CSTA",2.29358289081872e-14,5.40155390953684e-15,2.29358289081872e-14,-1.48423639169066,"-1"
"69","CTSS",0.0705881955441304,0.0519181293313713,0.0705881955441304,-0.0103705282249775,"0"
"70","CXCL12",8.08795862773876e-11,2.60807361546648e-11,8.08795862773876e-11,-1.05685699433466,"-1"
"71","CXCL14",9.54044129745843e-19,1.62464036587155e-19,9.54044129745846e-19,3.56438372340411,"1"
"72","CXCL9",1.58891180447422e-10,5.52664975469293e-11,1.58891180447422e-10,1.53237889824226,"1"
"73","CYBB",1.22797746437201e-11,3.69283078053902e-12,1.22797746437201e-11,-0.536167990777384,"0"
"74","DCN",1.17992230616287e-11,3.50556627193316e-12,1.17992230616287e-11,-0.560468196752521,"0"
"75","DDR2",2.43156724044126e-08,1.00434299061704e-08,2.43156724044125e-08,-1.18214156867913,"-1"
"76","DIO2",6.8811338979383e-05,3.86440490645086e-05,6.8811338979383e-05,0.780267996824577,"0"
"77","DOCK2",5.13034099537224e-05,2.82540518585717e-05,5.13034099537224e-05,-0.787688987094761,"0"
"78","ECM2",1.50857314297011e-08,6.06708764020588e-09,1.50857314297011e-08,-1.16296523869817,"-1"
"79","EDIL3",0.0390974386277625,0.0274815329484997,0.0390974386277625,-0.498327041062334,"0"
"80","EDNRA",0.0830108156930869,0.0628596394197651,0.0830108156930869,-0.407286950266877,"0"
"81","EGFL6",0.206871977421262,0.1688159424417,0.206871977421262,-0.391171702398163,"0"
"82","EMCN",1.5261735087721e-31,3.87072991355244e-33,1.5261735087721e-31,-3.19418461018232,"-1"
"83","EMP3",3.42002755861109e-10,1.22674901558876e-10,3.42002755861108e-10,-0.347121447745112,"0"
"84","ENPEP",0.126653556048946,0.0986612846033458,0.126653556048946,0.335250207201533,"0"
"85","ENPP2",0.180454946309983,0.144494721501834,0.180454946309983,-0.252430616550634,"0"
"86","ERG",7.30378791274756e-28,4.76333994309625e-29,7.30378791274758e-28,-2.44001156904491,"-1"
"87","EVI2B",3.57616975705856e-15,7.6447107125527e-16,3.57616975705855e-15,-0.557690723651525,"0"
"88","F13A1",0.0376896300071468,0.0260823164179893,0.0376896300071468,0.130654557676686,"0"
"89","FAP",6.10564978732012e-14,1.52641244683003e-14,6.10564978732012e-14,1.73421478317273,"1"
"90","FASLG",0.0394418356513058,0.0278665143188574,0.0394418356513058,0.168182196524239,"0"
"91","FBLN2",2.10856439707509e-08,8.5564932055221e-09,2.10856439707509e-08,0.785869354942586,"0"
"92","FCER1G",1.53392261512729e-12,4.27942178857976e-13,1.53392261512729e-12,-0.274996067178024,"0"
"93","FCGR2A",0.094194703789671,0.0720111684768862,0.094194703789671,-0.129601643743873,"0"
"94","FCGR2B",8.51360798471886e-07,3.97918634068381e-07,8.51360798471885e-07,0.857233127811924,"0"
"95","FGL2",0.333002024919607,0.287153920039371,0.333002024919607,-0.118165265582305,"0"
"96","FGR",9.49319889409895e-29,4.81539074338354e-30,9.49319889409897e-29,-1.55698318885711,"-1"
"97","FLI1",1.36449392073511e-29,5.43820040872689e-31,1.36449392073511e-29,-2.17668660905654,"-1"
"98","FMO1",0.0596850210089049,0.0432500152238441,0.0596850210089049,0.167375268462077,"0"
"99","FOXF1",1.5261735087721e-31,3.47148797972633e-33,1.5261735087721e-31,-3.1185644984825,"-1"
"100","FPR1",3.81717166984902e-13,1.03727491028506e-13,3.81717166984901e-13,-1.49867259933928,"-1"
"101","FRZB",1.12359952576474e-05,5.78083813980409e-06,1.12359952576474e-05,1.07776483832365,"1"
"102","GBP1",0.30668088738592,0.262234381967671,0.30668088738592,0.0702623216194294,"0"
"103","GBP2",7.69048402119787e-14,1.95048507784004e-14,7.69048402119789e-14,0.645340751069547,"0"
"104","GIMAP4",1.69997445638025e-22,2.03257815436768e-23,1.69997445638024e-22,-0.654594444334945,"0"
"105","GIMAP5",0.555626670683918,0.507311308015751,0.555626670683918,0.0144648648779981,"0"
"106","GIMAP6",1.98214675604094e-30,7.18169114507583e-32,1.98214675604093e-30,-1.48074594914871,"-1"
"107","GLRX",0.269171201286961,0.227235108332833,0.269171201286961,0.0961727294839192,"0"
"108","GMFG",1.08096651304803e-23,1.09663269439655e-24,1.08096651304803e-23,-0.66607562193237,"0"
"109","GMIP",6.19198308897892e-19,1.0095624601596e-19,6.1919830889789e-19,0.764299984640779,"0"
"110","GNLY",0.237184658667215,0.197653882222679,0.237184658667215,-0.29618387720999,"0"
"111","GPR65",7.19297905559129e-06,3.67467408274773e-06,7.19297905559129e-06,-0.424029702395066,"0"
"112","GREM1",7.29678553935318e-13,2.0092597861987e-13,7.29678553935318e-13,1.94611645891706,"1"
"113","GZMB",0.209558806134239,0.172354525335045,0.209558806134239,0.160883076829783,"0"
"114","GZMH",0.0866349287617482,0.0659178805795911,0.0866349287617482,-0.508575426460097,"0"
"115","GZMK",5.08561424178138e-07,2.32169345820454e-07,5.08561424178138e-07,1.16573174163502,"1"
"116","HCK",5.46917179075867e-19,8.52081112328342e-20,5.46917179075866e-19,-0.777838743494213,"0"
"117","HCLS1",0.06533324648206,0.0478163615557106,0.06533324648206,0.149912284687712,"0"
"118","HDC",0.333365918330162,0.292299102303983,0.333365918330162,0.0673055425847145,"0"
"119","HEPH",0.00465497000602118,0.00291778917044081,0.00465497000602118,0.704332180681337,"0"
"120","HGF",0.615664325345961,0.577742971973203,0.615664325345961,0.140479140457033,"0"
"121","HLA-B",0.246446066612584,0.207157563239563,0.246446066612583,0.124950696599962,"0"
"122","HLA-DMA",0.932616267859074,0.919100090064015,0.932616267859074,0.0323091912714988,"0"
"123","HLA-DPA1",4.83466871802956e-06,2.38230052772471e-06,4.83466871802956e-06,-0.280576398053221,"0"
"124","HLA-DPB1",5.66152137191432e-06,2.83076068595716e-06,5.66152137191432e-06,-0.365533616847467,"0"
"125","HLA-DRA",8.10403176595837e-15,1.82047090394718e-15,8.10403176595839e-15,-0.691187305421701,"0"
"126","HLA-E",1.17464460241639e-10,3.93970246418708e-11,1.17464460241639e-10,-0.557765382056912,"0"
"127","HLA-F",0.000324034640711547,0.000191368284188341,0.000324034640711547,0.207372072795254,"0"
"128","HLA-G",0.0365447830174703,0.0251576404830412,0.0365447830174703,0.501064687678332,"0"
"129","IFI30",0.470059446908175,0.422372256642129,0.470059446908175,0.0896852612783871,"0"
"130","IGF1",0.464081535322161,0.415319345016571,0.464081535322161,0.0332512734386813,"0"
"131","IGSF6",0.858704170562175,0.840036688593432,0.858704170562175,-0.111304886478319,"0"
"132","IKZF1",0.995535392047099,0.988321367467047,0.995535392047099,0.167994306310413,"0"
"133","IL10RA",0.148170793511741,0.116496602145101,0.148170793511741,0.0931232608243335,"0"
"134","IL18R1",3.19049066240968e-06,1.5605660848743e-06,3.19049066240968e-06,-0.582756598388298,"0"
"135","IL18RAP",0.82477365494663,0.800867172194554,0.82477365494663,-0.026305925153798,"0"
"136","IL1B",0.0131021118158326,0.00859232695168732,0.0131021118158326,-0.520448273409919,"0"
"137","IL2RB",6.16346873378885e-09,2.41179211322172e-09,6.16346873378884e-09,1.14397908238872,"1"
"138","IL2RG",1.64459512405572e-05,8.64008307927826e-06,1.64459512405572e-05,0.295068807300108,"0"
"139","IL32",0.000122006553951549,6.9402278878236e-05,0.000122006553951549,0.239415684577772,"0"
"140","IL4R",7.3590876758189e-07,3.41291022646673e-07,7.35908767581889e-07,0.392011498625718,"0"
"141","IL7R",1.38144832693933e-18,2.45257130507345e-19,1.38144832693933e-18,-1.27145625702239,"-1"
"142","IRF8",5.75302643800572e-05,3.18917769932926e-05,5.75302643800573e-05,-0.615822724481507,"0"
"143","ISLR",1.65307215506515e-15,3.47384728238328e-16,1.65307215506515e-15,0.873415228563839,"0"
"144","ITGA4",0.00816533742426771,0.00520688183576492,0.00816533742426771,0.579455552527846,"0"
"145","ITGAL",1.03447217324375e-10,3.410759701637e-11,1.03447217324375e-10,-0.823297114822659,"0"
"146","ITGAM",0.0267926887175482,0.017958867437487,0.0267926887175482,-0.460365985112081,"0"
"147","ITGB2",0.839488785555734,0.818197403313378,0.839488785555734,-0.0666431169522719,"0"
"148","ITGBL1",8.52155581561877e-07,4.01377628996536e-07,8.52155581561876e-07,1.20818720989303,"1"
"149","ITIH3",0.606248302461465,0.566710369692239,0.606248302461465,0.00698924694026384,"0"
"150","ITIH5",1.00882824832334e-37,7.31034962553144e-40,1.00882824832334e-37,-1.85064010445734,"-1"
"151","ITK",0.0773417162722925,0.058006263032334,0.0773417162722925,0.137826002126197,"0"
"152","ITM2A",3.14507213835541e-21,4.10226800655052e-22,3.1450721383554e-21,-1.33093881697579,"-1"
"153","KCNJ8",2.95262497717091e-12,8.45135410132252e-13,2.9526249771709e-12,-1.40360868803132,"-1"
"154","KDR",0.0347259891806451,0.0237797534606592,0.0347259891806451,-0.449202079997522,"0"
"155","KLRB1",0.583917951428872,0.541605056397795,0.583917951428872,0.118852716358249,"0"
"156","KLRK1",0.675440146159509,0.641178689470258,0.675440146159509,0.0051029514765517,"0"
"157","LAIR1",4.88552887055708e-06,2.42506324371855e-06,4.88552887055708e-06,-0.681619246537883,"0"
"158","LAPTM5",8.49656086893669e-11,2.77061767465326e-11,8.49656086893668e-11,-0.287190439515639,"0"
"159","LCK",1.76559359516067e-13,4.60589633520175e-14,1.76559359516067e-13,1.74581025957502,"1"
"160","LCP2",0.0244104735307404,0.016185205275817,0.0244104735307404,0.110882652854237,"0"
"161","LDB2",5.81716227048769e-31,1.6861339914457e-32,5.81716227048767e-31,-2.91109608174973,"-1"
"162","LGALS9",0.000215485918658297,0.000124919373135245,0.000215485918658297,0.257572574693087,"0"
"163","LILRB1",0.797996215333554,0.771974599616155,0.797996215333554,0.0980092639247485,"0"
"164","LILRB2",0.0768768841285114,0.0571005842258871,0.0768768841285114,-0.313388940959034,"0"
"165","LMOD1",2.81491662371127e-14,6.73132236104868e-15,2.81491662371127e-14,-1.70240470762095,"-1"
"166","LPXN",5.58963337095015e-08,2.38977078902941e-08,5.58963337095015e-08,-0.306075347863151,"0"
"167","LRRC15",1.85503305911457e-10,6.51950024398962e-11,1.85503305911457e-10,1.7488635288941,"1"
"168","LRRC32",3.25988756779279e-20,4.6063628675333e-21,3.2598875677928e-20,-1.38227146579623,"-1"
"169","LSP1",0.242352255652493,0.202838300926543,0.242352255652493,0.0409551220615842,"0"
"170","LST1",9.69542808217741e-14,2.49411374577752e-14,9.69542808217742e-14,-0.919201433923932,"0"
"171","LTB",5.88459754803125e-19,9.38124246787588e-20,5.88459754803124e-19,2.13165438695167,"1"
"172","LUM",7.04214198376323e-10,2.5515007187548e-10,7.04214198376324e-10,0.66447022255689,"0"
"173","LY86",1.32416103361724e-14,3.02254148977847e-15,1.32416103361723e-14,-0.971991108236273,"0"
"174","LY96",3.54783101402539e-17,6.81286390374441e-18,3.54783101402539e-17,0.865069284344263,"0"
"175","LYZ",6.31534272651882e-12,1.853415800174e-12,6.31534272651882e-12,-0.929632812280407,"0"
"176","MAF",3.01010258275353e-07,1.36327109726156e-07,3.01010258275353e-07,0.515235744200681,"0"
"177","MAFB",0.000276237924223018,0.00016213965117438,0.000276237924223018,0.247353803893705,"0"
"178","MFAP5",0.600717736126652,0.559363978929528,0.600717736126652,-0.0149244983771063,"0"
"179","MFSD1",4.11634458377293e-08,1.73005786854225e-08,4.11634458377293e-08,0.329525487773494,"0"
"180","MICAL1",0.00442907948881076,0.00276015098578062,0.00442907948881076,0.35537648921411,"0"
"181","MMP3",0.0121708246559301,0.007937494340824,0.0121708246559301,0.357111189344457,"0"
"182","MNDA",2.33682839465739e-20,3.21737242742684e-21,2.33682839465739e-20,-1.00969005235026,"-1"
"183","MS4A4A",4.4842236362637e-09,1.73844901840658e-09,4.48422363626369e-09,-0.65856062241828,"0"
"184","MS4A6A",1.37462773632274e-06,6.52450121225649e-07,1.37462773632274e-06,0.465099320454958,"0"
"185","MSN",0.76099915897178,0.733426725675701,0.76099915897178,0.0327635613442245,"0"
"186","MSR1",8.15970083014213e-28,5.61718535408335e-29,8.15970083014213e-28,-1.90572538963808,"-1"
"187","MXRA5",7.51341095723947e-27,5.98895076301698e-28,7.51341095723948e-27,2.98545111361426,"1"
"188","MYO1F",1.87496790690659e-05,9.91830849305659e-06,1.87496790690659e-05,-0.579398964273659,"0"
"189","NCF2",8.69809461870606e-24,8.19385724950571e-25,8.69809461870606e-24,-0.834367608941791,"0"
"190","NCF4",0.283129920166101,0.241070765358818,0.283129920166101,0.0170651868685638,"0"
"191","NCKAP1L",7.86963897461066e-16,1.62525152736524e-16,7.86963897461064e-16,-0.94332748333511,"0"
"192","NFKBIA",0.719070256189273,0.690411659022309,0.719070256189273,0.0215246863460923,"0"
"193","NKG7",4.61195753083637e-05,2.523208649117e-05,4.61195753083637e-05,-0.803539348717004,"0"
"194","NOX4",0.0557465323859672,0.0401940577710415,0.0557465323859671,0.149110992224242,"0"
"195","OLFML1",3.62851598905724e-20,5.25871882472064e-21,3.62851598905724e-20,-1.95550314497233,"-1"
"196","OLFML2B",1.72270318284293e-23,1.87250345961188e-24,1.72270318284293e-23,2.02654028187134,"1"
"197","P2RY14",5.1138991001721e-07,2.35313473087629e-07,5.1138991001721e-07,-0.569568228889452,"0"
"198","PAPPA",0.0267926887175482,0.01793665666637,0.0267926887175482,0.261376533579484,"0"
"199","PCDH12",1.33279849561995e-11,4.10463304810492e-12,1.33279849561995e-11,-1.56447914571143,"-1"
"200","PDE2A",0.000232590234104966,0.00013567763656123,0.000232590234104966,-0.328994841381857,"0"
"201","PDGFRB",2.15657347825125e-05,1.14860978732947e-05,2.15657347825125e-05,0.401048027791562,"0"
"202","PIK3R5",6.33027011213157e-08,2.72935559182484e-08,6.33027011213157e-08,-0.871131609222838,"0"
"203","PLEK",0.110720021116853,0.0854469728184413,0.110720021116853,-0.179035893595096,"0"
"204","PLXDC1",1.42423722670848e-06,6.81156934512752e-07,1.42423722670848e-06,0.81990262629037,"0"
"205","PLXNC1",3.72645562557555e-13,9.99122160480402e-14,3.72645562557555e-13,1.49325990857057,"1"
"206","PRF1",1.44061168773719e-07,6.42011730404618e-08,1.44061168773719e-07,-1.03149170054721,"-1"
"207","PRKG1",9.41930647704903e-10,3.44692012384766e-10,9.41930647704905e-10,-0.643560259856882,"0"
"208","PSTPIP1",4.18023271216842e-05,2.26668334195186e-05,4.18023271216842e-05,0.55269734814287,"0"
"209","PTGER2",0.435982825710229,0.38701374021379,0.435982825710229,0.391254276188862,"0"
"210","PTGER3",0.188882354119383,0.153295823633122,0.188882354119383,0.117362981262669,"0"
"211","PTGER4",1.58685397085547e-23,1.66734656358002e-24,1.58685397085547e-23,-1.77299810057705,"-1"
"212","PTGIS",6.43399644548161e-09,2.54096236433875e-09,6.43399644548162e-09,-1.30279924366836,"-1"
"213","PTPRC",0.0012143333018513,0.000739159401126878,0.0012143333018513,-0.293916100341174,"0"
"214","PTPRCAP",1,1,1,0,"0"
"215","PTPRE",0.00227946248489455,0.00139575782589558,0.00227946248489456,0.319586981324536,"0"
"216","PVRIG",0.505362360251974,0.457755761097802,0.505362360251974,0.0243776189916116,"0"
"217","RAB27A",0.0998402459994288,0.0766888846082569,0.0998402459994288,0.177520007421132,"0"
"218","RABGAP1L",0.00936504302730215,0.00603977412630356,0.00936504302730215,0.377462818491048,"0"
"219","RAC2",0.000163182052801589,9.3415812835692e-05,0.000163182052801589,0.148794832561636,"0"
"220","RAMP3",2.75603019890994e-28,1.62779278791171e-29,2.75603019890995e-28,-2.03100808978557,"-1"
"221","RARRES2",0.000515357985277586,0.000306227208643203,0.000515357985277586,-0.324415769400174,"0"
"222","RASGRP3",0.0102717386544627,0.00666174354764064,0.0102717386544627,0.295770356379138,"0"
"223","RASSF2",6.2073348973639e-11,1.95665991329949e-11,6.20733489736390e-11,-0.616872366405852,"0"
"224","RGS1",1.9502545865003e-16,3.88637689338829e-17,1.95025458650031e-16,1.34625890780577,"1"
"225","RGS4",0.157515733050697,0.124414600742942,0.157515733050697,0.209164826455627,"0"
"226","RHOG",2.3516676769617e-08,9.62820461944464e-09,2.3516676769617e-08,0.194653865616948,"0"
"227","RHOH",0.000925132458022701,0.000559772175687648,0.0009251324580227,0.498551390397806,"0"
"228","RNASE6",6.15771022319832e-11,1.91870680867774e-11,6.15771022319832e-11,0.586451389623908,"0"
"229","RSAD2",0.706974037353747,0.676236035729671,0.706974037353747,-0.0512059309568551,"0"
"230","RUNX1T1",0.333035774316001,0.290802976848392,0.333035774316001,0.0544721087667371,"0"
"231","S100A8",1.54148793777308e-10,5.24999515038659e-11,1.54148793777308e-10,-0.991539412961984,"0"
"232","S100A9",0.345305958442155,0.305270484999587,0.345305958442155,0.504898665201893,"0"
"233","SAMHD1",1.78183729885865e-12,5.03562714894837e-13,1.78183729885865e-12,-0.339765965975941,"0"
"234","SAMSN1",0.0462659905216913,0.0328555584864185,0.0462659905216913,0.443825962116774,"0"
"235","SCUBE2",0.0272505641436245,0.0183645106185295,0.0272505641436245,0.734613979315982,"0"
"236","SELL",6.57415362279165e-06,3.33471560576388e-06,6.57415362279165e-06,0.819329625611971,"0"
"237","SELPLG",2.364627477496e-24,2.05619780651826e-25,2.364627477496e-24,-0.682313849555444,"0"
"238","SERPING1",3.49445246446345e-13,9.24257354731275e-14,3.49445246446345e-13,-0.567018711480709,"0"
"239","SFRP4",4.64679689927808e-14,1.14486300416996e-14,4.64679689927809e-14,2.13500929118488,"1"
"240","SGCD",0.0773417162722925,0.0580062872042194,0.0773417162722925,0.12073706796504,"0"
"241","SH2B3",0.000516376900668156,0.00030870358192118,0.000516376900668156,-0.18553408738634,"0"
"242","SH2D1A",0.00234608607780282,0.00144505301893652,0.00234608607780282,0.424013005020716,"0"
"243","SIGLEC1",2.9585951590576e-09,1.12555250616322e-09,2.95859515905761e-09,-1.29931635893531,"-1"
"244","SLA",2.22991959417913e-06,1.07456270299212e-06,2.22991959417913e-06,-0.673229475851563,"0"
"245","SP140",0.0338708752356241,0.0230714657402077,0.0338708752356241,0.212038551480397,"0"
"246","SPON1",0.0383388081207004,0.0266704752144003,0.0383388081207004,-0.43821505710263,"0"
"247","SPON2",1.36163410833592e-09,5.0321260525458e-10,1.36163410833592e-09,1.28524031935357,"1"
"248","SRGN",1.28103834182908e-07,5.66256078634592e-08,1.28103834182908e-07,-0.330064004511994,"0"
"249","SULF1",8.10595243106004e-29,3.81802107260074e-30,8.10595243106003e-29,4.13456134012582,"1"
"250","TAP1",7.55303875700236e-21,1.01254505075756e-21,7.55303875700236e-21,0.74449131572996,"0"
"251","TCF21",1.50879259680753e-57,5.46663984350549e-60,1.50879259680751e-57,-3.54479920443294,"-1"
"252","TCIRG1",1.68177364322478e-14,3.89976496979658e-15,1.68177364322477e-14,0.646515163524296,"0"
"253","TFEC",0.327608177866637,0.281315717950699,0.327608177866637,-0.0358639932557552,"0"
"254","TGFB1",0.0389388798210567,0.0272289992951592,0.0389388798210567,0.0725484685268789,"0"
"255","THBS2",1.5261735087721e-31,2.9736965723862e-33,1.5261735087721e-31,4.31994736654245,"1"
"256","TLR2",0.335085035271662,0.295020520184833,0.335085035271662,-0.181975920934693,"0"
"257","TLR7",0.123800640534918,0.0959903517191034,0.123800640534918,-0.0693704328421767,"0"
"258","TNFAIP3",0.936296672553302,0.926119534808157,0.936296672553302,-0.0156259016399645,"0"
"259","TNFRSF1B",0.188039516952743,0.151930479277035,0.188039516952743,0.0492755806716145,"0"
"260","TNFSF4",0.00850470334646524,0.00545410323305923,0.00850470334646524,0.279433670817954,"0"
"261","TNN",1,1,1,0,"0"
"262","TPP1",3.50290755159791e-08,1.4595448131658e-08,3.50290755159791e-08,0.194692540921846,"0"
"263","TPST2",0.559585490730632,0.514980850165147,0.559585490730632,0.00859568120171916,"0"
"264","TRAF3IP3",0.0330047875315045,0.0223619393782295,0.0330047875315045,0.157111047051397,"0"
"265","TRAT1",0.178127083672658,0.141984926720509,0.178127083672658,0.0603672551765185,"0"
"266","TYROBP",2.63707920849178e-19,4.01294662161793e-20,2.63707920849178e-19,-0.628953285282052,"0"
"267","VAV1",3.42244572476342e-12,9.92013253554614e-13,3.42244572476342e-12,0.902699362076481,"0"
"268","VCAM1",7.25187603453357e-16,1.47139513744159e-16,7.25187603453357e-16,2.10862578837659,"1"
"269","VNN2",0.0758290842069034,0.0560475839790156,0.0758290842069034,-0.315979669551018,"0"
"270","VSIG4",2.75603019890994e-28,1.69755483266192e-29,2.75603019890995e-28,-1.25102079312877,"-1"
"271","WIPF1",2.14864334687921e-17,4.04816862455505e-18,2.14864334687922e-17,0.515191277799291,"0"
"272","WNT2",6.5018010196541e-05,3.62781651096642e-05,6.50180101965411e-05,-0.905181891622588,"0"
"273","ZAP70",1.17445370411063e-05,6.08503187274712e-06,1.17445370411063e-05,0.711304842255285,"0"
"274","ZEB2",5.04554919326554e-33,5.4842926013756e-35,5.04554919326555e-33,-2.01477971941415,"-1"
