"","Genes","FDR","pValue","adjPvalue","logFC","results"
"57","COL15A1",2.37014261311838e-13,6.09710599751467e-14,2.37014261311838e-13,2.73122735047997,"1"
"58","COL1A2",3.8188885391971e-24,3.45913816956258e-25,3.81888853919709e-24,1.09583134039527,"1"
"59","COL3A1",1.16478552808343e-30,3.79821367853294e-32,1.16478552808343e-30,2.15444965775135,"1"
"60","COL5A3",2.93077805645564e-06,1.32734513426433e-06,2.93077805645563e-06,1.23338473474225,"1"
"61","COL6A3",1.65960865921548e-26,1.1424842219237e-27,1.65960865921548e-26,1.66787658333836,"1"
"62","COL8A2",1.06003780496705e-09,3.72549518412334e-10,1.06003780496705e-09,2.04182780018058,"1"
"63","COMP",1.43498617634906e-15,2.91156615491113e-16,1.43498617634906e-15,3.35240724019251,"1"
"64","CORO1A",1.7766872481481e-19,2.5749090552871e-20,1.7766872481481e-19,0.977737417884777,"0"
"65","COX7A1",2.40656939317486e-18,4.35972716154866e-19,2.40656939317486e-18,-2.22279443483253,"-1"
"66","CSF1R",0.000121630180502351,6.38999136697133e-05,0.000121630180502351,0.286606244180612,"0"
"67","CST7",0.554918279033835,0.513428154657284,0.554918279033835,-0.0648931817459957,"0"
"68","CSTA",5.01933363495518e-15,1.07297349442882e-15,5.01933363495517e-15,-2.31722998902569,"-1"
"69","CTSS",0.0731092025278493,0.0519181293313713,0.0731092025278493,-0.0171888040080184,"0"
"70","CXCL12",7.22440953869966e-11,2.22490873474446e-11,7.22440953869967e-11,-1.63250567803335,"-1"
"71","CXCL14",4.8601954913524e-18,8.98079601662942e-19,4.86019549135239e-18,4.02561239384686,"1"
"72","CXCL9",1.77758963280009e-10,5.86089335452202e-11,1.77758963280009e-10,1.92036674000654,"1"
"73","CYBB",1.27402661928596e-11,3.69283078053902e-12,1.27402661928596e-11,-0.486619871515368,"0"
"74","DCN",1.22472948234627e-11,3.50556627193316e-12,1.22472948234627e-11,-0.480217349593596,"0"
"75","DDR2",7.94997580600273e-06,3.83096660216798e-06,7.94997580600273e-06,-0.957841565291334,"0"
"76","DIO2",0.000777562542465135,0.000447943638594046,0.000777562542465136,0.696135057166661,"0"
"77","DOCK2",0.0165327732571713,0.0104228353143037,0.0165327732571713,-0.442552187180668,"0"
"78","ECM2",0.000174401954945481,9.35198888838089e-05,0.000174401954945481,-0.68602921849497,"0"
"79","EDIL3",0.0442291560870952,0.0302873568857282,0.0442291560870952,-0.655934124017956,"0"
"80","EDNRA",0.0941344559106867,0.0682133738483237,0.0941344559106867,-0.63631040559494,"0"
"81","EGFL6",0.253514547805811,0.202995344438711,0.253514547805811,-0.519673064073265,"0"
"82","EMCN",2.71159610552371e-36,4.91231178536901e-38,2.71159610552369e-36,-3.75948764317469,"-1"
"83","EMP3",3.60180400680481e-10,1.22670136463642e-10,3.60180400680482e-10,-0.367557451515725,"0"
"84","ENPEP",0.015928335077194,0.00992635374375858,0.015928335077194,0.359984389322044,"0"
"85","ENPP2",0.18798698033164,0.143033571991465,0.18798698033164,-0.369548759371475,"0"
"86","ERG",2.81122717063453e-32,6.11136341442292e-34,2.81122717063454e-32,-2.88331312682803,"-1"
"87","EVI2B",3.63779351753106e-15,7.64463855133339e-16,3.63779351753106e-15,-0.628546576832242,"0"
"88","F13A1",0.0368981900225407,0.0245987933483605,0.0368981900225407,0.0822842936005754,"0"
"89","FAP",4.62509188765835e-08,1.87684888194832e-08,4.62509188765836e-08,1.39376403135246,"1"
"90","FASLG",0.227654476459601,0.178989207941063,0.227654476459601,0.0823326140605407,"0"
"91","FBLN2",1.96137146566075e-08,7.60386763861233e-09,1.96137146566075e-08,1.07002799484818,"1"
"92","FCER1G",1.57482721819736e-12,4.27942178857976e-13,1.57482721819735e-12,-0.225461435652101,"0"
"93","FCGR2A",0.0988634222633242,0.0720111644030654,0.0988634222633242,-0.165805232152212,"0"
"94","FCGR2B",0.00244112944022682,0.00144168151723541,0.00244112944022682,0.496822537830953,"0"
"95","FGL2",0.338656631266482,0.287140078244266,0.338656631266482,-0.30395371706175,"0"
"96","FGR",1.03735703954871e-28,4.51024799803789e-30,1.03735703954871e-28,-2.10445415582974,"-1"
"97","FLI1",6.58814524544556e-46,4.7740182938011e-48,6.58814524544551e-46,-2.96793363245651,"-1"
"98","FMO1",0.227654476459601,0.17898897063384,0.227654476459601,0.0878202360084361,"0"
"99","FOXF1",1.68912218106422e-36,1.83600237072199e-38,1.68912218106423e-36,-3.66445289401518,"-1"
"100","FPR1",2.39009966475727e-13,6.23504260371461e-14,2.39009966475727e-13,-1.96391223452522,"-1"
"101","FRZB",2.21209742283519e-06,9.85826025393944e-07,2.21209742283519e-06,1.53174546220417,"1"
"102","GBP1",0.313318838604594,0.262234245353845,0.313318838604594,-0.00454124029051162,"0"
"103","GBP2",8.03483405199778e-14,1.95048507784004e-14,8.03483405199779e-14,0.693628375917304,"0"
"104","GIMAP4",1.75309865814212e-22,2.03257815436768e-23,1.75309865814213e-22,-0.670691056801641,"0"
"105","GIMAP5",0.678028039439813,0.641178689470258,0.678028039439813,0.00551860156932098,"0"
"106","GIMAP6",1.92337377173727e-30,6.96874554977268e-32,1.92337377173726e-30,-2.04456168206445,"-1"
"107","GLRX",0.257918199198703,0.210259401520681,0.257918199198703,0.148224275364524,"0"
"108","GMFG",1.08096486941111e-23,1.09663102693881e-24,1.08096486941111e-23,-0.705072381325741,"0"
"109","GMIP",6.12199893535168e-19,9.98152000329075e-20,6.12199893535166e-19,1.0354737760054,"1"
"110","GNLY",0.395203209105788,0.349382547180479,0.395203209105788,-0.306912906115476,"0"
"111","GPR65",0.00322523785608263,0.00192813132700592,0.00322523785608263,-0.043524757024861,"0"
"112","GREM1",7.73629521060891e-10,2.69088529064657e-10,7.7362952106089e-10,1.90116008547511,"1"
"113","GZMB",0.150817348862724,0.11275016804677,0.150817348862724,0.216293158402169,"0"
"114","GZMH",0.144778558031576,0.107534798537946,0.144778558031576,-0.577355728571433,"0"
"115","GZMK",1.02688241737622e-05,4.98558854813092e-06,1.02688241737622e-05,1.18536710644517,"1"
"116","HCK",5.34446155887053e-19,8.5201561083443e-20,5.34446155887052e-19,-0.903243672241791,"0"
"117","HCLS1",0.0676785425096211,0.0478163615557106,0.0676785425096211,0.15543698328019,"0"
"118","HDC",0.422775301776289,0.378353259198346,0.422775301776289,0.0531555840735228,"0"
"119","HEPH",6.24769081105768e-05,3.23702821007699e-05,6.24769081105768e-05,0.833695833904255,"0"
"120","HGF",0.0468686293717996,0.0322646361617461,0.0468686293717996,0.293725083504827,"0"
"121","HLA-B",0.257547240784321,0.207157563239563,0.257547240784321,0.132913700192193,"0"
"122","HLA-DMA",0.936057656301359,0.919100090064015,0.936057656301359,0.0297331786117292,"0"
"123","HLA-DPA1",5.0970150825738e-06,2.38230052772471e-06,5.0970150825738e-06,-0.212747608264624,"0"
"124","HLA-DPB1",5.91886325245588e-06,2.83076068595716e-06,5.91886325245588e-06,-0.220137754353763,"0"
"125","HLA-DRA",8.23688474572819e-15,1.82047090394718e-15,8.2368847457282e-15,-0.695924437986877,"0"
"126","HLA-E",1.22175042709622e-10,3.93970246418708e-11,1.22175042709622e-10,-0.498888503644061,"0"
"127","HLA-F",0.000345213375398576,0.000191368284188341,0.000345213375398576,0.144700025289159,"0"
"128","HLA-G",0.0189124458188485,0.0119915870228206,0.0189124458188485,0.808678107976225,"0"
"129","IFI30",0.257918199198703,0.209567110838858,0.257918199198703,0.078986914714139,"0"
"130","IGF1",0.603907575424934,0.566710369692239,0.603907575424934,0.0252939888109739,"0"
"131","IGSF6",0.882985159498126,0.863789829943819,0.882985159498126,-0.162446269841511,"0"
"132","IKZF1",0.0388137769956161,0.0260164809572064,0.0388137769956161,0.384898459055461,"0"
"133","IL10RA",0.1545715208542,0.116488682382875,0.1545715208542,0.17177569902862,"0"
"134","IL18R1",5.45329723951186e-06,2.58834035643498e-06,5.45329723951186e-06,-0.588285109390718,"0"
"135","IL18RAP",0.0822588036360175,0.0590117504345343,0.0822588036360175,-0.0280260117035851,"0"
"136","IL1B",0.231573318555385,0.182909360308239,0.231573318555385,-0.271859488887068,"0"
"137","IL2RB",1.08710069487818e-09,3.85999522094428e-10,1.08710069487819e-09,1.77235087258856,"1"
"138","IL2RG",1.75342654552602e-05,8.64007283302676e-06,1.75342654552602e-05,0.273744254959926,"0"
"139","IL32",0.000131196817501214,6.94012150549902e-05,0.000131196817501214,0.165396365194366,"0"
"140","IL4R",7.91565733197326e-07,3.41291022646673e-07,7.91565733197326e-07,0.396913964151252,"0"
"141","IL7R",1.29146229081021e-18,2.24602137532209e-19,1.2914622908102e-18,-1.56657645381239,"-1"
"142","IRF8",5.68631938120586e-05,2.92557011641751e-05,5.68631938120586e-05,-1.19135999613449,"-1"
"143","ISLR",1.68182153204151e-15,3.47332707704223e-16,1.6818215320415e-15,0.840768182283767,"0"
"144","ITGA4",0.00418428199008745,0.00254695425483584,0.00418428199008746,0.494093264389712,"0"
"145","ITGAL",1.15072419629821e-10,3.66897569834212e-11,1.15072419629821e-10,-1.27937479603011,"-1"
"146","ITGAM",0.0366834286280408,0.0243227081120706,0.0366834286280408,-0.635428369730926,"0"
"147","ITGB2",0.845777091065515,0.818197403313378,0.845777091065515,-0.0944892531867634,"0"
"148","ITGBL1",3.82826478397877e-05,1.92800291656902e-05,3.82826478397877e-05,1.14753505586117,"1"
"149","ITIH3",1,1,1,0,"0"
"150","ITIH5",7.38124506281128e-20,1.04300201974508e-20,7.3812450628113e-20,-1.08835414903835,"-1"
"151","ITK",0.338656631266482,0.290802837789872,0.338656631266482,0.0536732688729558,"0"
"152","ITM2A",3.15536275506519e-21,4.00136581258265e-22,3.15536275506517e-21,-1.6590844396452,"-1"
"153","KCNJ8",3.67518711589793e-12,1.02532394175413e-12,3.67518711589792e-12,-2.05680381953162,"-1"
"154","KDR",0.0366834286280408,0.024284556051141,0.0366834286280408,-0.740141078318406,"0"
"155","KLRB1",0.349756555105487,0.302868900979027,0.349756555105487,0.297135700210239,"0"
"156","KLRK1",1,1,1,0,"0"
"157","LAIR1",5.08223629743657e-06,2.35697915243435e-06,5.08223629743657e-06,-1.18413095760323,"-1"
"158","LAPTM5",8.89174974656164e-11,2.77061767465326e-11,8.89174974656164e-11,-0.216350007846894,"0"
"159","LCK",6.94651110742252e-13,1.8624703693814e-13,6.94651110742254e-13,2.17934242194342,"1"
"160","LCP2",0.0246760177023324,0.0159142433007796,0.0246760177023324,0.140127128982722,"0"
"161","LDB2",2.16898334473327e-36,3.14345412280183e-38,2.16898334473326e-36,-3.91877234263187,"-1"
"162","LGALS9",0.00022981614900612,0.000124900080981587,0.00022981614900612,0.205660446017491,"0"
"163","LILRB1",0.455893861598914,0.411295549051195,0.455893861598914,0.0602268129181054,"0"
"164","LILRB2",0.352495258166193,0.307794772529176,0.352495258166193,0.275554863080724,"0"
"165","LMOD1",6.70337878705401e-14,1.60298188386074e-14,6.70337878705401e-14,-2.15455582884299,"-1"
"166","LPXN",5.83696228116919e-08,2.38977078902941e-08,5.83696228116918e-08,-0.342637841758799,"0"
"167","LRRC15",7.05871652460598e-09,2.68538128653489e-09,7.05871652460599e-09,1.81238531756992,"1"
"168","LRRC32",3.30166433088399e-20,4.54576973092724e-21,3.301664330884e-20,-1.68091833670541,"-1"
"169","LSP1",0.253514547805811,0.202837421534013,0.253514547805811,0.0206263771243957,"0"
"170","LST1",9.64085188624448e-14,2.44514359433737e-14,9.6408518862445e-14,-1.31167239795365,"-1"
"171","LTB",3.32674244876526e-19,5.18296830785892e-20,3.32674244876526e-19,3.16267129443264,"1"
"172","LUM",7.41278103554026e-10,2.5515007187548e-10,7.41278103554025e-10,0.500412205513773,"0"
"173","LY86",1.56286226747987e-14,3.51077755738233e-15,1.56286226747987e-14,-1.30524659908151,"-1"
"174","LY96",3.54783101402539e-17,6.81286390374441e-18,3.54783101402539e-17,0.923692515737321,"0"
"175","LYZ",6.55824052369261e-12,1.853415800174e-12,6.55824052369262e-12,-0.756995233512056,"0"
"176","MAF",3.5361157640422e-07,1.51181760926442e-07,3.5361157640422e-07,0.887866600255481,"0"
"177","MAFB",0.000296361216716085,0.00016213965117438,0.000296361216716085,0.252037418691752,"0"
"178","MFAP5",0.633172097921643,0.59646646905662,0.633172097921643,0.124518949332705,"0"
"179","MFSD1",4.3017655109699e-08,1.73005786854225e-08,4.30176551096991e-08,0.326888223546537,"0"
"180","MICAL1",0.00491255274143317,0.00300804859892103,0.00491255274143317,0.324710311945905,"0"
"181","MMP3",0.0409105337136252,0.0278665954281215,0.0409105337136252,0.315496929286266,"0"
"182","MNDA",2.38190082309473e-20,3.1931279150183e-21,2.38190082309473e-20,-1.31781279930069,"-1"
"183","MS4A4A",4.60575728177052e-09,1.73550274385556e-09,4.60575728177052e-09,-0.885831384117655,"0"
"184","MS4A6A",1.4451433491419e-06,6.33559221906414e-07,1.4451433491419e-06,0.817558156063362,"0"
"185","MSN",0.763870853911296,0.733426725675701,0.763870853911296,0.0188651488738296,"0"
"186","MSR1",8.00491953287724e-28,4.35049974612893e-29,8.00491953287723e-28,-2.41280657944287,"-1"
"187","MXRA5",2.67240994938701e-26,1.93652894883116e-27,2.672409949387e-26,4.11593419702887,"1"
"188","MYO1F",2.78328004931636e-05,1.39164002465818e-05,2.78328004931636e-05,-0.940705644662205,"0"
"189","NCF2",8.69809461870606e-24,8.19385724950571e-25,8.69809461870606e-24,-0.860636479123382,"0"
"190","NCF4",0.290544761713568,0.241067936349301,0.290544761713568,-0.0244250815677383,"0"
"191","NCKAP1L",5.86212513155182e-16,1.16817710954837e-16,5.86212513155184e-16,-1.64745567146788,"-1"
"192","NFKBIA",0.726267082248568,0.690411659022309,0.726267082248568,0.0209919089122463,"0"
"193","NKG7",5.17131367371504e-05,2.62313012434821e-05,5.17131367371504e-05,-1.04439072530259,"-1"
"194","NOX4",0.295514459574869,0.246262049645724,0.295514459574869,0.0588257512130711,"0"
"195","OLFML1",1.19404913431499e-21,1.47093009299673e-22,1.19404913431499e-21,-2.28454748861683,"-1"
"196","OLFML2B",7.95212673554555e-23,8.64361601689735e-24,7.95212673554556e-23,3.09844541308878,"1"
"197","P2RY14",0.0159814401078763,0.0100173519516761,0.0159814401078763,-0.227236772161294,"0"
"198","PAPPA",0.0662113006875854,0.046539827294897,0.0662113006875854,0.241854439492986,"0"
"199","PCDH12",8.89554871444906e-11,2.80403165998938e-11,8.89554871444907e-11,-1.81741726974333,"-1"
"200","PDE2A",0.000624188271518047,0.000355063618218599,0.000624188271518048,-0.32876999120177,"0"
"201","PDGFRB",2.31398760075134e-05,1.14860978732947e-05,2.31398760075134e-05,0.403217256000471,"0"
"202","PIK3R5",8.74819050190073e-09,3.35981229420825e-09,8.74819050190072e-09,-0.67657148377026,"0"
"203","PLEK",0.11560467342292,0.0854469325299841,0.11560467342292,-0.240591360325761,"0"
"204","PLXDC1",0.000984874734020194,0.000570941874794316,0.000984874734020194,0.561100962274806,"0"
"205","PLXNC1",2.29093449531284e-08,8.96452628600676e-09,2.29093449531284e-08,1.40234810233275,"1"
"206","PRF1",7.79063535112219e-08,3.2178711232896e-08,7.79063535112218e-08,-1.56802265193744,"-1"
"207","PRKG1",0.477124524541619,0.434225783786972,0.477124524541619,0.0692759934599179,"0"
"208","PSTPIP1",0.0296021805099483,0.0193057698977923,0.0296021805099483,0.251307694713092,"0"
"209","PTGER2",0.0797110587567864,0.0568952122285758,0.0797110587567864,0.561580770325128,"0"
"210","PTGER3",0.277290311764087,0.227056559632911,0.277290311764087,0.0996741908013663,"0"
"211","PTGER4",3.85430858755402e-26,2.93262609922588e-27,3.85430858755401e-26,-2.79868088203905,"-1"
"212","PTGIS",2.82040569278795e-09,1.04232384298685e-09,2.82040569278795e-09,-1.84017506420511,"-1"
"213","PTPRC",0.00126706723539477,0.000739122553980284,0.00126706723539477,-0.430134461927997,"0"
"214","PTPRCAP",1,1,1,0,"0"
"215","PTPRE",0.000616663614109055,0.000348548999279031,0.000616663614109055,0.647696226605613,"0"
"216","PVRIG",0.603907575424934,0.566710369692239,0.603907575424934,0.0186700510540319,"0"
"217","RAB27A",0.104266660846694,0.0766888846082569,0.104266660846694,0.1347733580261,"0"
"218","RABGAP1L",0.00324195641447758,0.00194987233624376,0.00324195641447758,0.721254651660997,"0"
"219","RAC2",0.000174401954945481,9.3415812835692e-05,0.000174401954945481,0.108314947417702,"0"
"220","RAMP3",3.2928741004201e-28,1.55099142411092e-29,3.2928741004201e-28,-2.24374424617478,"-1"
"221","RARRES2",0.000548822351948577,0.000306226964493046,0.000548822351948577,-0.275653976253478,"0"
"222","RASGRP3",0.0988634222633242,0.0723565626709836,0.0988634222633242,0.163480244845593,"0"
"223","RASSF2",6.39913200196331e-11,1.947561913641e-11,6.3991320019633e-11,-0.998689987110826,"0"
"224","RGS1",1.93840481838271e-16,3.79253116640095e-17,1.93840481838271e-16,1.71220826788689,"1"
"225","RGS4",0.093214224988749,0.067208807147685,0.093214224988749,0.224348720113223,"0"
"226","RHOG",2.43796740822635e-08,9.62820461944464e-09,2.43796740822635e-08,0.0922174165821303,"0"
"227","RHOH",0.0110302880494776,0.00683398281326328,0.0110302880494776,0.405017896317618,"0"
"228","RNASE6",6.38027806259102e-11,1.91870680867774e-11,6.38027806259103e-11,0.679643192810376,"0"
"229","RSAD2",0.235423871928035,0.186803724464637,0.235423871928035,0.367375922633497,"0"
"230","RUNX1T1",0.422775301776289,0.378353259198346,0.422775301776289,0.0515766612442034,"0"
"231","S100A8",1.60190296291391e-10,5.22359661819754e-11,1.60190296291391e-10,-1.20993184449178,"-1"
"232","S100A9",0.351061057749525,0.305270484999587,0.351061057749525,0.490432450111235,"0"
"233","SAMHD1",1.82872775409178e-12,5.03562714894837e-13,1.82872775409178e-12,-0.263996802345298,"0"
"234","SAMSN1",0.063472041038745,0.0443844344944847,0.063472041038745,0.566752117717498,"0"
"235","SCUBE2",0.00182762045109024,0.00107273374303123,0.00182762045109024,0.978578394286455,"0"
"236","SELL",3.38243602398295e-06,1.55641077915158e-06,3.38243602398296e-06,1.55149982206539,"1"
"237","SELPLG",2.36450141096669e-24,2.0560881834493e-25,2.36450141096669e-24,-0.719924125356452,"0"
"238","SERPING1",3.49445246446345e-13,9.24257354731275e-14,3.49445246446345e-13,-0.407348670812017,"0"
"239","SFRP4",9.64085188624448e-14,2.43758747715408e-14,9.6408518862445e-14,2.49256206885073,"1"
"240","SGCD",0.338656631266482,0.290802837789872,0.338656631266482,0.0478868737089533,"0"
"241","SH2B3",0.000556472570314965,0.000312511769560941,0.000556472570314965,-0.244278335378781,"0"
"242","SH2D1A",0.0242733510077374,0.0154786586136296,0.0242733510077374,0.259900912404601,"0"
"243","SIGLEC1",2.10894644136681e-09,7.59324395506268e-10,2.10894644136681e-09,-1.65473446003327,"-1"
"244","SLA",2.93204891594023e-06,1.33854407032054e-06,2.93204891594023e-06,-1.18274686691807,"-1"
"245","SP140",0.214573891589268,0.165595068509109,0.214573891589268,0.113307382857851,"0"
"246","SPON1",0.0394729445048656,0.0266013321663224,0.0394729445048656,-0.720964407250674,"0"
"247","SPON2",2.36166085719473e-10,7.87220285731577e-11,2.36166085719473e-10,2.00766471635529,"1"
"248","SRGN",1.34729894571679e-07,5.66256078634592e-08,1.34729894571679e-07,-0.222472547444089,"0"
"249","SULF1",4.42038565855004e-27,2.72270131142575e-28,4.42038565855004e-27,4.84900702018058,"1"
"250","TAP1",7.76284538914133e-21,1.01254505075756e-21,7.76284538914131e-21,0.63261957502908,"0"
"251","TCF21",8.71901893723466e-68,3.15906483233137e-70,8.71901893723459e-68,-3.96520389732514,"-1"
"252","TCIRG1",1.70845312074825e-14,3.89972994953405e-15,1.70845312074825e-14,0.558386064497051,"0"
"253","TFEC",0.451657919573831,0.405837550921414,0.451657919573832,-0.0133072737067537,"0"
"254","TGFB1",0.0401882458886297,0.0272289926854121,0.0401882458886297,0.0173988674463201,"0"
"255","THBS2",3.00891132684826e-31,7.63129684345574e-33,3.00891132684826e-31,5.2524507633833,"1"
"256","TLR2",0.342099120043672,0.294998516559399,0.342099120043672,-0.37934954903517,"0"
"257","TLR7",0.338656631266482,0.290802976848392,0.338656631266482,0.0562966742963414,"0"
"258","TNFAIP3",0.939738939731806,0.926119534808157,0.939738939731806,0.0206585681059099,"0"
"259","TNFRSF1B",0.197796284341801,0.151930479277035,0.197796284341801,0.0329486296623882,"0"
"260","TNFSF4",0.150817348862724,0.113113011647043,0.150817348862724,0.140008890866666,"0"
"261","TNN",1,1,1,0,"0"
"262","TPP1",3.66213062212508e-08,1.4595448131658e-08,3.66213062212509e-08,0.157284118191736,"0"
"263","TPST2",0.554918279033835,0.514706809538629,0.554918279033835,-0.26246237377904,"0"
"264","TRAF3IP3",0.338656631266482,0.290802559672604,0.338656631266482,0.051191352634138,"0"
"265","TRAT1",0.551251657528926,0.507311308015751,0.551251657528927,0.0242350176673524,"0"
"266","TYROBP",2.69888050483261e-19,4.0129417074618e-20,2.69888050483261e-19,-0.486220863843009,"0"
"267","VAV1",8.75883155921543e-14,2.15797299285018e-14,8.75883155921545e-14,2.22774075101098,"1"
"268","VCAM1",3.90574467024472e-14,9.05679923535007e-15,3.90574467024472e-14,2.59048443997477,"1"
"269","VNN2",0.284025006750691,0.234629353402745,0.284025006750691,-0.165784974803645,"0"
"270","VSIG4",3.34609849082787e-28,1.69729633592719e-29,3.34609849082788e-28,-1.1656872404212,"-1"
"271","WIPF1",2.14864334687921e-17,4.04816862455505e-18,2.14864334687922e-17,0.662278419983079,"0"
"272","WNT2",0.0288738777529327,0.0187261743397643,0.0288738777529327,-0.421071265719381,"0"
"273","ZAP70",0.00389720394757495,0.002358090794366,0.00389720394757495,0.443980751274519,"0"
"274","ZEB2",2.5034328881352e-25,1.99548998329618e-26,2.5034328881352e-25,-1.07401918382709,"-1"
"275","ZFPM2",0.257918199198703,0.209567205287467,0.257918199198703,0.101407692599019,"0"
"276","ZNF423",0.772052022388904,0.744079123026987,0.772052022388904,0.0120426878910122,"0"
