"","Genes","FDR","pValue","adjPvalue","logFC","results"
"37","CD300A",2.14573804284159e-09,8.39636625459751e-10,2.14573804284159e-09,0.51647071776856,"0"
"38","CD302",7.87883365474646e-09,3.28284735614436e-09,7.87883365474647e-09,-1.23161233287817,"-1"
"39","CD33",6.52558032924876e-10,2.41162751298324e-10,6.52558032924877e-10,-0.393069118115519,"0"
"40","CD37",1.23953647613521e-07,5.61384273611961e-08,1.23953647613521e-07,-0.432285945117864,"0"
"41","CD3D",5.79247374152584e-15,1.3012078694732e-15,5.79247374152586e-15,0.977882403800243,"0"
"42","CD48",0.000609056941124974,0.000370730311989115,0.000609056941124974,0.273321157812181,"0"
"43","CD52",9.35568751276922e-28,6.44050951965997e-29,9.35568751276922e-28,-1.3878879277032,"-1"
"44","CD53",1.36950774496512e-05,7.38662604056859e-06,1.36950774496512e-05,-0.244721535296248,"0"
"45","CD69",1.36950774496512e-05,7.39335702897838e-06,1.36950774496512e-05,-0.91689280332893,"0"
"46","CD74",0.507415266833514,0.459615277928907,0.507415266833514,-0.249935526791683,"0"
"47","CD86",0.574535802483327,0.528739470401322,0.574535802483327,-0.112312634010212,"0"
"48","CD93",9.43086991843057e-24,9.22585100716032e-25,9.43086991843055e-24,-1.14361102408376,"-1"
"49","CDH5",4.97676989797401e-27,3.60635499853188e-28,4.976769897974e-27,-1.52821295705302,"-1"
"50","CH25H",0.732642073651773,0.692824569648959,0.732642073651773,-0.143540476266237,"0"
"51","CILP",1.57240563089857e-08,6.66563256576569e-09,1.57240563089857e-08,1.32337473281506,"1"
"52","CLEC2B",0.45546718524874,0.404867999152896,0.45546718524874,-0.0235928738920821,"0"
"53","CLEC4A",0.177111507811131,0.141817547921232,0.177111507811131,-0.283400078812425,"0"
"54","CLEC7A",0.906933716190003,0.893789749288699,0.906933716190003,-0.144266507122017,"0"
"55","COL10A1",1.57912619700455e-29,5.72147172827735e-31,1.57912619700455e-29,3.87745804432917,"1"
"56","COL14A1",0.147321023967266,0.11689602988707,0.147321023967266,0.120820046482125,"0"
"57","COL15A1",4.02965452145828e-15,8.90612050032447e-16,4.02965452145828e-15,2.03307165777588,"1"
"58","COL1A2",3.8188885391971e-24,3.45913816956258e-25,3.81888853919709e-24,1.72856717478563,"1"
"59","COL3A1",2.09661395055019e-30,3.79821367853294e-32,2.09661395055018e-30,2.98842394306674,"1"
"60","COL5A3",4.7896351426741e-12,1.42300754238868e-12,4.78963514267411e-12,1.51651074838519,"1"
"61","COL6A3",1.37100223461009e-26,1.14250186217507e-27,1.37100223461009e-26,1.51756370265662,"1"
"62","COL8A2",2.18438710163751e-09,8.62674616226409e-10,2.18438710163751e-09,1.09959650136953,"1"
"63","COMP",4.64098315749011e-17,9.08018443856762e-18,4.64098315749012e-17,2.72357754100688,"1"
"64","CORO1A",1.7337859298338e-19,2.57555156243427e-20,1.7337859298338e-19,0.678351233110886,"0"
"65","COX7A1",5.25929910380754e-18,9.52771576776727e-19,5.25929910380753e-18,-1.22556419825078,"-1"
"66","CSF1R",0.000110920604860634,6.38999136697133e-05,0.000110920604860634,0.251113662199963,"0"
"67","CST7",0.561798039337196,0.513438724145637,0.561798039337196,0.067216685402689,"0"
"68","CSTA",2.49520091771822e-14,6.05719063359133e-15,2.49520091771822e-14,-1.10588534991468,"-1"
"69","CTSS",0.0698995302217487,0.0519181293313713,0.0698995302217486,-0.0732367991359038,"0"
"70","CXCL12",7.80225414435487e-11,2.62902041820653e-11,7.80225414435486e-11,-0.818101330213272,"0"
"71","CXCL14",6.20469910999995e-19,1.01163572445651e-19,6.20469910999993e-19,3.32688431879324,"1"
"72","CXCL9",1.64011504851345e-10,5.88302136966782e-11,1.64011504851345e-10,1.45832872852022,"1"
"73","CYBB",1.1715187303779e-11,3.69283078053902e-12,1.1715187303779e-11,-0.582878352890728,"0"
"74","DCN",1.12504219889948e-11,3.50556627193316e-12,1.12504219889948e-11,-0.688386094293289,"0"
"75","DDR2",2.80813240310576e-08,1.23110152454999e-08,2.80813240310576e-08,-1.08244067617792,"-1"
"76","DIO2",1.00550988039905e-05,5.31900154124133e-06,1.00550988039905e-05,0.791896830215177,"0"
"77","DOCK2",2.22344016304637e-05,1.24061516343892e-05,2.22344016304637e-05,-0.738681227127127,"0"
"78","ECM2",2.14573804284159e-09,8.33198390552493e-10,2.14573804284159e-09,-1.15183970038401,"-1"
"79","EDIL3",0.0373815725070442,0.0261400126589113,0.0373815725070442,-0.376956104583511,"0"
"80","EDNRA",0.0838848003445818,0.0629136002584364,0.0838848003445818,-0.313442696552981,"0"
"81","EGFL6",0.206875094402902,0.168875166708048,0.206875094402902,-0.280414574044086,"0"
"82","EMCN",1.48256766158886e-29,4.83445976605064e-31,1.48256766158886e-29,-2.73304996096135,"-1"
"83","EMP3",3.35232458704609e-10,1.22675646120165e-10,3.3523245870461e-10,-0.381885430659045,"0"
"84","ENPEP",0.146892281124298,0.11549139494193,0.146892281124298,0.272115024466975,"0"
"85","ENPP2",0.17964245775693,0.144495020369704,0.17964245775693,-0.217366541285488,"0"
"86","ERG",8.70188858886208e-27,6.65877095904833e-28,8.7018885888621e-27,-2.14292233251959,"-1"
"87","EVI2B",3.51656692777423e-15,7.6447107125527e-16,3.51656692777424e-15,-0.460042673198063,"0"
"88","F13A1",0.0382870037593769,0.0270506004821685,0.0382870037593769,0.114015142577909,"0"
"89","FAP",1.00874825607253e-16,2.01018674217353e-17,1.00874825607253e-16,1.79876197849378,"1"
"90","FASLG",0.0214497745759454,0.0143775662918474,0.0214497745759454,0.208330535322263,"0"
"91","FBLN2",2.05929884974571e-08,8.80424870543455e-09,2.05929884974571e-08,0.649980154424759,"0"
"92","FCER1G",1.51425694057438e-12,4.27942178857976e-13,1.51425694057438e-12,-0.421704465946713,"0"
"93","FCGR2A",0.0955532812481759,0.0720111684768862,0.0955532812481759,-0.0745405266079135,"0"
"94","FCGR2B",5.63874012254682e-07,2.67635853642621e-07,5.63874012254682e-07,0.922013668885576,"0"
"95","FGL2",0.333002032921301,0.287153926939383,0.333002032921301,-0.0610333505952618,"0"
"96","FGR",9.50529951923758e-29,4.82152874164226e-30,9.50529951923761e-29,-1.23773321058535,"-1"
"97","FLI1",1.35559966401697e-28,7.36738947835313e-30,1.35559966401697e-28,-1.56780084475858,"-1"
"98","FMO1",0.0323137897382728,0.0223620791304714,0.0323137897382728,0.187622034166962,"0"
"99","FOXF1",5.85174054959299e-30,1.69615668104144e-31,5.85174054959297e-30,-2.64718328184765,"-1"
"100","FPR1",3.39278648263385e-13,9.34245553189031e-14,3.39278648263385e-13,-1.23809286721385,"-1"
"101","FRZB",1.83072469823038e-05,1.00822519612688e-05,1.83072469823038e-05,0.699653410538874,"0"
"102","GBP1",0.30668088738592,0.262234381967671,0.30668088738592,0.115043101846545,"0"
"103","GBP2",7.4768594650535e-14,1.95048507784004e-14,7.4768594650535e-14,0.552736467915389,"0"
"104","GIMAP4",1.64997520766317e-22,2.03257815436768e-23,1.64997520766318e-22,-0.665089993538801,"0"
"105","GIMAP5",0.63277936223959,0.5892184641144,0.63277936223959,-0.00436036453295997,"0"
"106","GIMAP6",3.30358450126725e-30,7.18170543753753e-32,3.30358450126726e-30,-1.1927077071971,"-1"
"107","GLRX",0.271382439781617,0.229101842279409,0.271382439781617,0.110856165949159,"0"
"108","GMFG",1.08096651304803e-23,1.09663269439655e-24,1.08096651304803e-23,-0.668209682027066,"0"
"109","GMIP",6.20469910999995e-19,1.00956366796469e-19,6.20469910999993e-19,0.630571523944777,"0"
"110","GNLY",0.158938014280897,0.126689721528251,0.158938014280897,-0.374507620960673,"0"
"111","GPR65",4.27205493322585e-09,1.71810904923214e-09,4.27205493322586e-09,-0.575554999695028,"0"
"112","GREM1",5.08015853112864e-14,1.30685237576135e-14,5.08015853112864e-14,1.89167030365669,"1"
"113","GZMB",0.261961493260576,0.218301244383813,0.261961493260576,0.0550259997165301,"0"
"114","GZMH",0.0698995302217487,0.0518868520557405,0.0698995302217486,-0.499945798678913,"0"
"115","GZMK",8.98594696650722e-07,4.36274236779698e-07,8.98594696650721e-07,1.07918990898015,"1"
"116","HCK",5.46917179075867e-19,8.52081112328342e-20,5.46917179075866e-19,-0.643056769846464,"0"
"117","HCLS1",0.0656582875093339,0.0478163615557106,0.0656582875093339,0.154910027667897,"0"
"118","HDC",0.776171677568298,0.748049515337563,0.776171677568298,0.0788240919604471,"0"
"119","HEPH",0.12649079466915,0.0980761958666595,0.12649079466915,0.412406284026147,"0"
"120","HGF",0.0999077477561441,0.0756547800037468,0.0999077477561441,-0.0506725705379952,"0"
"121","HLA-B",0.249674617703578,0.207157563239563,0.249674617703578,0.121463212936142,"0"
"122","HLA-DMA",0.925808849845505,0.919100090064015,0.925808849845505,0.0335232663154201,"0"
"123","HLA-DPA1",4.66322656490794e-06,2.38230052772471e-06,4.66322656490795e-06,-0.405807724481214,"0"
"124","HLA-DPB1",5.46356607919004e-06,2.83076068595716e-06,5.46356607919004e-06,-0.415707246113588,"0"
"125","HLA-DRA",7.97539634110189e-15,1.82047090394718e-15,7.97539634110191e-15,-0.688616051178414,"0"
"126","HLA-E",1.12098750527385e-10,3.93970246418708e-11,1.12098750527385e-10,-0.576356481100095,"0"
"127","HLA-F",0.000320106948096861,0.000191368284188341,0.000320106948096861,0.329321804101567,"0"
"128","HLA-G",0.0557590783319053,0.0402031035798882,0.0557590783319053,0.340051466633124,"0"
"129","IFI30",0.269567564575885,0.225616331221121,0.269567564575885,0.102575742559503,"0"
"130","IGF1",0.392717608028378,0.345762241851072,0.392717608028378,0.0376541160165128,"0"
"131","IGSF6",0.858705357540104,0.840037849767494,0.858705357540104,-0.0933229173523937,"0"
"132","IKZF1",0.45546718524874,0.405959882504312,0.45546718524874,-0.229206017359695,"0"
"133","IL10RA",0.147321023967266,0.116496623069053,0.147321023967266,0.0805160536002218,"0"
"134","IL18R1",2.69194410621222e-06,1.35572547378079e-06,2.69194410621222e-06,-0.660645052457053,"0"
"135","IL18RAP",0.907662647398214,0.897796749056929,0.907662647398214,-0.0154985199417958,"0"
"136","IL1B",0.00134408510529203,0.000827878506882773,0.00134408510529203,-0.671443777355339,"0"
"137","IL2RB",4.43755967102002e-09,1.81682696675819e-09,4.43755967102001e-09,0.886000628635649,"0"
"138","IL2RG",1.5897752865872e-05,8.64008307927826e-06,1.5897752865872e-05,0.286673107356732,"0"
"139","IL32",0.000119718931064957,6.9402278878236e-05,0.000119718931064957,0.3132573968782,"0"
"140","IL4R",7.13608501897589e-07,3.41291022646673e-07,7.13608501897589e-07,0.374243959640546,"0"
"141","IL7R",1.381551876301e-18,2.45275514270831e-19,1.38155187630101e-18,-1.12866402933099,"-1"
"142","IRF8",5.61174610556142e-05,3.19218890787371e-05,5.61174610556142e-05,-0.448580659452276,"0"
"143","ISLR",1.62506654389148e-15,3.47387413368105e-16,1.62506654389147e-15,0.883867497236806,"0"
"144","ITGA4",0.0698995302217487,0.0516471074638617,0.0698995302217486,0.37175024574553,"0"
"145","ITGAL",9.92875346473278e-11,3.41750572155657e-11,9.92875346473277e-11,-0.636678065014474,"0"
"146","ITGAM",0.0253799249210775,0.0173797311959553,0.0253799249210775,-0.383610194018949,"0"
"147","ITGB2",0.839488785555734,0.818197403313378,0.839488785555734,-0.0418321775115134,"0"
"148","ITGBL1",1.11748182622265e-06,5.46594371521946e-07,1.11748182622265e-06,1.13695222994483,"1"
"149","ITIH3",0.6133806354316,0.566710369692239,0.6133806354316,0.0119381619203646,"0"
"150","ITIH5",2.58468404134746e-35,1.87295945025177e-37,2.58468404134744e-35,-1.94790525054031,"-1"
"151","ITK",0.0229684090913715,0.01547871047462,0.0229684090913715,0.185249546180697,"0"
"152","ITM2A",3.14836559341376e-21,4.1065638174962e-22,3.14836559341375e-21,-1.14394294569846,"-1"
"153","KCNJ8",3.22834816835899e-12,9.35753092277965e-13,3.22834816835898e-12,-1.08537620041236,"-1"
"154","KDR",0.0341895654481136,0.0237840455291225,0.0341895654481136,-0.287719626725544,"0"
"155","KLRB1",0.77821119863167,0.752834746502376,0.77821119863167,0.0214564988633714,"0"
"156","KLRK1",0.557840322758356,0.507311308015751,0.557840322758356,0.0106091349758674,"0"
"157","LAIR1",4.72574714603076e-06,2.43136266208829e-06,4.72574714603076e-06,-0.491809669415003,"0"
"158","LAPTM5",8.13500508727979e-11,2.77061767465326e-11,8.1350050872798e-11,-0.363933993807974,"0"
"159","LCK",4.14174293462156e-14,1.03543573365539e-14,4.14174293462156e-14,1.42610443025711,"1"
"160","LCP2",0.0238883446179874,0.016185218998419,0.0238883446179874,0.109473434765824,"0"
"161","LDB2",5.85174054959299e-30,1.60710225785103e-31,5.85174054959297e-30,-2.35458822447535,"-1"
"162","LGALS9",0.00021152389144589,0.000124921718498841,0.000211523891445889,0.259754305562419,"0"
"163","LILRB1",0.767937934487097,0.734549328639832,0.767937934487097,0.00986563151167097,"0"
"164","LILRB2",0.0787831577004454,0.0588019220517817,0.0787831577004454,-0.466985372903044,"0"
"165","LMOD1",2.38455825577579e-14,5.70220452468123e-15,2.38455825577579e-14,-1.40425383688758,"-1"
"166","LPXN",5.31916724009772e-08,2.38977078902941e-08,5.31916724009772e-08,-0.226567187105031,"0"
"167","LRRC15",6.34953527620302e-12,1.93246725797483e-12,6.34953527620301e-12,1.70142326564072,"1"
"168","LRRC32",3.26072880647892e-20,4.6075515743724e-21,3.26072880647893e-20,-1.21339416921138,"-1"
"169","LSP1",0.245541320288739,0.202838481977654,0.245541320288739,0.0460708365918476,"0"
"170","LST1",9.43497620091743e-14,2.4954828357499e-14,9.43497620091743e-14,-0.737987212022027,"0"
"171","LTB",6.5740876470113e-19,1.09568127450188e-19,6.5740876470113e-19,1.69487156140515,"1"
"172","LUM",6.77129036900311e-10,2.5515007187548e-10,6.77129036900311e-10,0.718991269943219,"0"
"173","LY86",1.30502207265623e-14,3.02613813949269e-15,1.30502207265622e-14,-0.756791987372126,"0"
"174","LY96",3.54783101402539e-17,6.81286390374441e-18,3.54783101402539e-17,0.793666053515299,"0"
"175","LYZ",6.16316579334968e-12,1.853415800174e-12,6.16316579334969e-12,-0.982442216869678,"0"
"176","MAF",2.89432940649378e-07,1.36327109726156e-07,2.89432940649378e-07,0.394262889623841,"0"
"177","MAFB",0.000272869169049566,0.00016213965117438,0.000272869169049566,0.19025651779421,"0"
"178","MFAP5",0.628035082621368,0.582525294025617,0.628035082621368,-0.0288085892653772,"0"
"179","MFSD1",3.88208107087528e-08,1.73005786854225e-08,3.88208107087528e-08,0.314973065232071,"0"
"180","MICAL1",0.00430400232182004,0.00276017540203677,0.00430400232182004,0.254389815377022,"0"
"181","MMP3",0.00497111480969114,0.00320600882653994,0.00497111480969114,0.370124002285069,"0"
"182","MNDA",2.33708238982133e-20,3.21772213091343e-21,2.33708238982133e-20,-0.781157762390437,"0"
"183","MS4A4A",4.28420161947601e-09,1.73851659920766e-09,4.28420161947602e-09,-0.517244369558948,"0"
"184","MS4A6A",1.32409920175376e-06,6.5245467912504e-07,1.32409920175376e-06,0.378456493639792,"0"
"185","MSN",0.767937934487097,0.733426725675701,0.767937934487097,-0.0141139419205265,"0"
"186","MSR1",8.7281243195983e-28,5.69225499104239e-29,8.72812431959832e-28,-1.62387824630149,"-1"
"187","MXRA5",8.70188858886208e-27,6.93628800561472e-28,8.7018885888621e-27,2.33314935301814,"1"
"188","MYO1F",1.78573764965401e-05,9.76979656151285e-06,1.785737649654e-05,-0.422688083087698,"0"
"189","NCF2",8.69809461870606e-24,8.19385724950571e-25,8.69809461870606e-24,-0.850759023593976,"0"
"190","NCF4",0.284340115430101,0.241070967429868,0.284340115430101,0.0224253942557349,"0"
"191","NCKAP1L",7.79748349953832e-16,1.63860160497545e-16,7.79748349953833e-16,-0.709310369038302,"0"
"192","NFKBIA",0.732642073651773,0.690411659022309,0.732642073651773,-0.00270460990992749,"0"
"193","NKG7",4.49875018017385e-05,2.52647202147444e-05,4.49875018017385e-05,-0.673861908436264,"0"
"194","NOX4",0.017273253720685,0.0115153181986105,0.017273253720685,0.20040924445805,"0"
"195","OLFML1",7.43775523778726e-20,1.0779355417083e-20,7.43775523778726e-20,-1.60544060693182,"-1"
"196","OLFML2B",1.86605946205397e-23,1.96071465215815e-24,1.86605946205397e-23,1.46441624318344,"1"
"197","P2RY14",1.12098750527385e-10,3.9345511762636e-11,1.12098750527385e-10,-0.762836371066039,"0"
"198","PAPPA",0.017273253720685,0.0115155024804567,0.017273253720685,0.275640883334298,"0"
"199","PCDH12",1.87714158418813e-11,6.05310148524432e-12,1.87714158418813e-11,-1.34495449416704,"-1"
"200","PDE2A",6.85349791496818e-09,2.83079261705207e-09,6.85349791496818e-09,-0.419930935037795,"0"
"201","PDGFRB",2.07200196930022e-05,1.14860978732947e-05,2.07200196930022e-05,0.403207671665583,"0"
"202","PIK3R5",1.703946561444e-09,6.48240539679783e-10,1.703946561444e-09,-0.909039280067408,"0"
"203","PLEK",0.111242285367405,0.0854469728184413,0.111242285367405,-0.136728883835779,"0"
"204","PLXDC1",1.65865119956789e-07,7.7523914762412e-08,1.65865119956788e-07,0.905901283131336,"0"
"205","PLXNC1",1.79410473076455e-13,4.81028079987597e-14,1.79410473076455e-13,1.25803528671919,"1"
"206","PRF1",1.28876300442338e-07,5.93017759281771e-08,1.28876300442338e-07,-0.81823294775906,"0"
"207","PRKG1",1.0103417666681e-12,2.81870710266099e-13,1.0103417666681e-12,-0.965535353542952,"0"
"208","PSTPIP1",8.53207962991347e-07,4.11147315499453e-07,8.53207962991347e-07,0.690905949864328,"0"
"209","PTGER2",0.875787063042466,0.859921355378654,0.875787063042466,0.19874934062777,"0"
"210","PTGER3",0.144533415797147,0.113113108015158,0.144533415797147,0.121417216680451,"0"
"211","PTGER4",2.32314957680018e-23,2.52516258347846e-24,2.32314957680019e-23,-1.36194242662257,"-1"
"212","PTGIS",7.93237271082937e-09,3.33389577701524e-09,7.93237271082937e-09,-1.04989716014411,"-1"
"213","PTPRC",0.00120714789769833,0.000739159401126878,0.00120714789769833,-0.20700052342126,"0"
"214","PTPRCAP",1,1,1,0,"0"
"215","PTPRE",0.00237208986761654,0.00147825890300741,0.00237208986761654,0.2562647728003,"0"
"216","PVRIG",0.464081535322161,0.415319345016571,0.464081535322161,0.0266843443317108,"0"
"217","RAB27A",0.100791105485138,0.0766888846082569,0.100791105485138,0.209350858136324,"0"
"218","RABGAP1L",0.0124864309233713,0.00818856520699351,0.0124864309233713,0.262536686918249,"0"
"219","RAC2",0.000160141393432615,9.3415812835692e-05,0.000160141393432615,0.213586258186071,"0"
"220","RAMP3",2.75603019890994e-28,1.63124522218057e-29,2.75603019890995e-28,-1.99672426872868,"-1"
"221","RARRES2",0.000509148852924844,0.000306227208643203,0.000509148852924844,-0.338774956742942,"0"
"222","RASGRP3",0.0036392841543473,0.00229433131469721,0.0036392841543473,0.363448473867804,"0"
"223","RASSF2",5.93458265633727e-11,1.95669210770541e-11,5.93458265633727e-11,-0.487454420119495,"0"
"224","RGS1",1.92197741426721e-16,3.89966431880303e-17,1.92197741426721e-16,1.19383403653882,"1"
"225","RGS4",0.102738029933923,0.078542479406006,0.102738029933923,0.221119216380786,"0"
"226","RHOG",2.23309619745103e-08,9.62820461944464e-09,2.23309619745103e-08,0.224822865219718,"0"
"227","RHOH",4.79449156770983e-05,2.70993001653164e-05,4.79449156770983e-05,0.598432969720458,"0"
"228","RNASE6",5.8840342132784e-11,1.91870680867774e-11,5.88403421327839e-11,0.489456728994992,"0"
"229","RSAD2",0.823953211992164,0.80007051019529,0.823953211992164,-0.164123340923275,"0"
"230","RUNX1T1",0.334423423375651,0.290802976848392,0.334423423375651,0.0561895245862594,"0"
"231","S100A8",1.47929265403566e-10,5.25256087302518e-11,1.47929265403566e-10,-0.855897140151278,"0"
"232","S100A9",0.348159726693744,0.305270484999587,0.348159726693744,0.453171280582664,"0"
"233","SAMHD1",1.75928239634146e-12,5.03562714894837e-13,1.75928239634146e-12,-0.399523475531657,"0"
"234","SAMSN1",0.0474042070085222,0.0338356115241988,0.0474042070085222,0.306986305681582,"0"
"235","SCUBE2",0.0630027931330433,0.0456541979224952,0.0630027931330433,0.591130945704369,"0"
"236","SELL",6.72401590613669e-06,3.5081822118974e-06,6.72401590613669e-06,0.581988078555237,"0"
"237","SELPLG",2.364627477496e-24,2.05619780651826e-25,2.364627477496e-24,-0.713293718356685,"0"
"238","SERPING1",3.39278648263385e-13,9.24257354731275e-14,3.39278648263385e-13,-0.665032487753823,"0"
"239","SFRP4",4.36059885775205e-14,1.10594898566175e-14,4.36059885775204e-14,1.88075683647118,"1"
"240","SGCD",0.45546718524874,0.403974140942769,0.45546718524874,0.11230009972213,"0"
"241","SH2B3",0.000510192746169137,0.00030870358192118,0.000510192746169137,-0.151177407620755,"0"
"242","SH2D1A",7.78570440941258e-05,4.45703368364923e-05,7.78570440941257e-05,0.528629763723087,"0"
"243","SIGLEC1",2.05054611888269e-09,7.87528581889728e-10,2.05054611888269e-09,-1.10072271605429,"-1"
"244","SLA",2.23113300293421e-06,1.11556650146711e-06,2.23113300293421e-06,-0.459326551406085,"0"
"245","SP140",0.00428363070649491,0.00273159059544603,0.00428363070649491,0.306470482297305,"0"
"246","SPON1",0.0379476592350425,0.0266733546797038,0.0379476592350425,-0.317755412153569,"0"
"247","SPON2",6.77129036900311e-10,2.55003017220435e-10,6.77129036900311e-10,1.13180452404202,"1"
"248","SRGN",1.24037045796149e-07,5.66256078634592e-08,1.24037045796149e-07,-0.391587473419474,"0"
"249","SULF1",3.83761724878888e-29,1.80757334182084e-30,3.83761724878887e-29,3.63808418482633,"1"
"250","TAP1",7.55303875700236e-21,1.01254505075756e-21,7.55303875700236e-21,0.922953509059788,"0"
"251","TCF21",2.17124397744625e-50,7.86682600524009e-53,2.17124397744626e-50,-3.17431328190019,"-1"
"252","TCIRG1",1.65590912470515e-14,3.89978598209546e-15,1.65590912470515e-14,0.756007780123182,"0"
"253","TFEC",0.131164130968299,0.102174957094871,0.131164130968299,-0.128976792565599,"0"
"254","TGFB1",0.0383428765584895,0.0272289992951592,0.0383428765584895,0.130348227535212,"0"
"255","THBS2",2.10392964572773e-31,3.04917339960539e-33,2.10392964572772e-31,3.77656976929574,"1"
"256","TLR2",0.337866211852208,0.295020858899935,0.337866211852208,-0.101857514631411,"0"
"257","TLR7",0.469850404128404,0.423886777637582,0.469850404128404,-0.079629459302579,"0"
"258","TNFAIP3",0.929487242207459,0.926119534808157,0.929487242207459,-0.042373470852068,"0"
"259","TNFRSF1B",0.188039516952743,0.151930479277035,0.188039516952743,0.105729647349129,"0"
"260","TNFSF4",0.00137510778372901,0.000851968952962541,0.00137510778372901,0.339222958633137,"0"
"261","TNN",0.774965426246975,0.744079123026987,0.774965426246975,0.00272340156047489,"0"
"262","TPP1",3.30192105273574e-08,1.4595448131658e-08,3.30192105273574e-08,0.324663184695516,"0"
"263","TPST2",0.561798039337196,0.514981536059096,0.561798039337196,0.0354843402406413,"0"
"264","TRAF3IP3",0.00371881244194471,0.00235794267152292,0.00371881244194471,0.240498740688689,"0"
"265","TRAT1",0.126170291471092,0.0973705510266033,0.126170291471092,0.0937166486421474,"0"
"266","TYROBP",2.63707920849178e-19,4.01294662161793e-20,2.63707920849178e-19,-0.774946489990074,"0"
"267","VAV1",3.32794259943061e-12,9.76678806354634e-13,3.32794259943061e-12,0.634567028261459,"0"
"268","VCAM1",2.67804614334402e-16,5.53074746994958e-17,2.67804614334401e-16,1.79190975984034,"1"
"269","VNN2",0.0099751251307462,0.00650551638961709,0.0099751251307462,-0.402582766451277,"0"
"270","VSIG4",2.75603019890994e-28,1.69755483266192e-29,2.75603019890995e-28,-1.46574676592954,"-1"
"271","WIPF1",2.19077360858273e-17,4.04816862455505e-18,2.19077360858273e-17,0.436126130658609,"0"
"272","WNT2",1.32891058056352e-05,7.07789330952311e-06,1.32891058056352e-05,-0.960358425567167,"0"
"273","ZAP70",4.46514557345303e-06,2.26492891407038e-06,4.46514557345303e-06,0.758845301366181,"0"
