"","Genes","FDR","pValue","adjPvalue","logFC","results"
"25","CASP1",0.000180372645202379,9.60680392925712e-05,0.000180372645202379,-1.26537520408307,"-1"
"26","CCDC69",1.15937662770678e-18,1.80627518084751e-19,1.15937662770678e-18,-1.45362030244372,"-1"
"27","CCL5",0.0519627417222034,0.0342652862081196,0.0519627417222034,0.0430966108361703,"0"
"28","CCR1",0.226052755720805,0.168720535066978,0.226052755720805,-0.614000894496496,"0"
"29","CCR7",0.000124309311933163,6.39562401974971e-05,0.000124309311933163,1.02755430661983,"1"
"30","CD14",0.00751403708884397,0.0045193121621308,0.00751403708884397,0.0160358385625727,"0"
"31","CD163",1.73696492514775e-07,7.04855331944014e-08,1.73696492514775e-07,-0.84259580323018,"0"
"32","CD2",1.3172208612717e-11,3.72258069489829e-12,1.3172208612717e-11,1.84666401851688,"1"
"33","CD200",0.144806592078859,0.104534319126082,0.144806592078859,0.477212160794714,"0"
"34","CD247",0.573224076226177,0.517147807899703,0.573224076226177,0.0996253225295144,"0"
"35","CD248",1.60902182262311e-09,5.53829975178246e-10,1.60902182262311e-09,1.87623673937503,"1"
"36","CD27",8.72046144757136e-16,1.67458136493218e-16,8.72046144757137e-16,3.34058252054797,"1"
"37","CD300A",3.40414429594218e-10,1.13471476531406e-10,3.40414429594218e-10,2.11186061216398,"1"
"38","CD302",6.42223183502732e-09,2.30362663647719e-09,6.42223183502731e-09,-2.35805365238248,"-1"
"39","CD33",0.00169208491369831,0.000987049532990682,0.00169208491369831,-0.123463354376945,"0"
"40","CD37",1.40347109674137e-07,5.59354422614313e-08,1.40347109674137e-07,-0.957460073382607,"0"
"41","CD3D",8.51610117778681e-15,1.80366422979415e-15,8.51610117778679e-15,2.80048180120081,"1"
"42","CD48",0.000136776072498976,7.18569946099694e-05,0.000136776072498976,1.44376118461968,"1"
"43","CD52",1.04563566319185e-27,6.44050951965997e-29,1.04563566319185e-27,-0.732167782830729,"0"
"44","CD53",1.58039440867979e-05,7.38662604056859e-06,1.58039440867979e-05,-0.178546955823204,"0"
"45","CD69",0.000517943761407774,0.000287120998171701,0.000517943761407774,-1.11499395378779,"-1"
"46","CD74",0.515665921578774,0.459615277928907,0.515665921578774,-0.200333036206301,"0"
"47","CD86",0.648161556565908,0.596496504955581,0.648161556565907,-0.125517714415853,"0"
"48","CD93",9.79033998163929e-24,9.22278404067469e-25,9.79033998163928e-24,-1.24667202358417,"-1"
"49","CDH5",4.40690525396678e-27,2.87406864389138e-28,4.40690525396679e-27,-2.69015585959561,"-1"
"50","CH25H",0.956362968156554,0.939037552066761,0.956362968156554,-0.0386207230340325,"0"
"51","CILP",2.39300033905919e-06,1.01442405677509e-06,2.3930003390592e-06,1.51303335013974,"1"
"52","CLEC2B",0.786635334813871,0.752433798517616,0.786635334813871,-0.128589975711849,"0"
"53","CLEC4A",0.733407653763385,0.680262171606618,0.733407653763385,-0.118246954706877,"0"
"54","CLEC7A",0.597474547120938,0.541190712971864,0.597474547120938,0.0976870782259387,"0"
"55","COL10A1",1.07902817051921e-23,1.05557103637749e-24,1.07902817051921e-23,5.09432195235135,"1"
"56","COL14A1",0.0152624748558346,0.00945609855198446,0.0152624748558346,0.981056044730517,"0"
"57","COL15A1",8.57212925535984e-13,2.20514919250199e-13,8.57212925535986e-13,3.34608177297766,"1"
"58","COL1A2",4.042743609407e-24,3.45913816956258e-25,4.04274360940701e-24,0.856661020179305,"0"
"59","COL3A1",1.31038371909387e-30,3.79821367853294e-32,1.31038371909386e-30,1.65544415647111,"1"
"60","COL5A3",1.24694865000546e-05,5.73777096198166e-06,1.24694865000546e-05,1.28123882335621,"1"
"61","COL6A3",1.65960865921548e-26,1.1424842219237e-27,1.65960865921548e-26,1.83360145287747,"1"
"62","COL8A2",2.86174158965401e-09,1.00575700795811e-09,2.861741589654e-09,2.35502399436149,"1"
"63","COMP",7.70936476280963e-15,1.59215141840633e-15,7.70936476280961e-15,3.78447333880764,"1"
"64","CORO1A",1.72206338881178e-19,2.37095683966839e-20,1.72206338881178e-19,1.1376330991341,"1"
"65","COX7A1",1.9953371629032e-18,3.25326711342912e-19,1.9953371629032e-18,-2.88148453136402,"-1"
"66","CSF1R",0.000124309311933163,6.38999136697133e-05,0.000124309311933163,0.268814889799597,"0"
"67","CST7",0.564227482690685,0.50698701343221,0.564227482690685,-0.140474079967584,"0"
"68","CSTA",1.23377118903927e-15,2.41390015246813e-16,1.23377118903927e-15,-3.10392116778838,"-1"
"69","CTSS",0.076627827248441,0.0519181293313713,0.076627827248441,-0.0513543798535379,"0"
"70","CXCL12",5.07122392969563e-11,1.46991997962192e-11,5.07122392969564e-11,-2.25779959987372,"-1"
"71","CXCL14",1.22143433500312e-17,2.07997875888214e-18,1.22143433500313e-17,4.54161361204758,"1"
"72","CXCL9",1.92507160446378e-10,6.20765843468392e-11,1.92507160446378e-10,2.24380939692855,"1"
"73","CYBB",1.3172208612717e-11,3.69283078053902e-12,1.3172208612717e-11,-0.536174721681776,"0"
"74","DCN",1.27307406717572e-11,3.50556627193316e-12,1.27307406717573e-11,-0.513534340387407,"0"
"75","DDR2",0.00155893435562017,0.000903730061229086,0.00155893435562017,-0.653469029371448,"0"
"76","DIO2",0.00292886008162142,0.00172972533805903,0.00292886008162142,0.686990341770457,"0"
"77","DOCK2",0.501930320681088,0.440098324655157,0.501930320681088,-0.15284758856302,"0"
"78","ECM2",0.00549311530283506,0.00328392762669487,0.00549311530283506,-0.461362401527614,"0"
"79","EDIL3",0.0687348139159031,0.0458232092772687,0.0687348139159031,-0.785611529276403,"0"
"80","EDNRA",0.109260061145421,0.0756111292709253,0.109260061145421,-0.83819109000954,"0"
"81","EGFL6",0.425608741707701,0.359300133398168,0.425608741707701,-0.476933206987268,"0"
"82","EMCN",1.32033676495251e-38,2.39191442926179e-40,1.32033676495251e-38,-4.42808672135784,"-1"
"83","EMP3",3.64045353798755e-10,1.22667456171319e-10,3.64045353798754e-10,-0.423912225262757,"0"
"84","ENPEP",0.0375253324865363,0.0240651588772352,0.0375253324865363,0.31893318825689,"0"
"85","ENPP2",0.203030230575003,0.150065822598915,0.203030230575003,-0.421724314703501,"0"
"86","ERG",3.77521486180167e-36,8.20698883000367e-38,3.77521486180169e-36,-3.10873984577329,"-1"
"87","EVI2B",3.76762580303526e-15,7.64445815108602e-16,3.76762580303526e-15,-0.659849682862195,"0"
"88","F13A1",0.0385207124497011,0.0248430681740826,0.0385207124497011,0.20489024129534,"0"
"89","FAP",3.48632126856842e-06,1.50316025710015e-06,3.48632126856842e-06,1.33293486074214,"1"
"90","FASLG",0.411337839443516,0.345762241851072,0.411337839443516,0.0529281310845817,"0"
"91","FBLN2",1.75625056701302e-08,6.42685895899695e-09,1.75625056701303e-08,1.45926523561643,"1"
"92","FCER1G",1.64044501895558e-12,4.27942178857976e-13,1.64044501895558e-12,-0.229828822310648,"0"
"93","FCGR2A",0.10510760386014,0.0720111521816031,0.10510760386014,-0.189784528777149,"0"
"94","FCGR2B",0.0111607574075523,0.00683394203578381,0.0111607574075523,0.427146297218485,"0"
"95","FGL2",0.358525968585084,0.287080576294578,0.358525968585084,-0.481289921176374,"0"
"96","FGR",5.46737427592559e-29,2.5752125212693e-30,5.46737427592559e-29,-2.91232205568935,"-1"
"97","FLI1",1.28796379369383e-46,9.33307096879577e-49,1.28796379369382e-46,-2.99502540510416,"-1"
"98","FMO1",0.385148276083943,0.316770502431359,0.385148276083943,0.0706482216787863,"0"
"99","FOXF1",1.26940033135357e-39,1.8397106251501e-41,1.26940033135357e-39,-4.29313224511029,"-1"
"100","FPR1",2.39063485278973e-13,5.88996992716312e-14,2.39063485278974e-13,-2.45000431687175,"-1"
"101","FRZB",1.58217491510057e-05,7.45227315083601e-06,1.58217491510057e-05,1.77867690085949,"1"
"102","GBP1",0.328983075217032,0.262232886042561,0.328983075217032,-0.0699427534753738,"0"
"103","GBP2",8.41146689818519e-14,1.95048507784004e-14,8.41146689818519e-14,0.752209801311072,"0"
"104","GIMAP4",1.75309865814212e-22,2.03257815436768e-23,1.75309865814213e-22,-0.685540162815292,"0"
"105","GIMAP5",1,1,1,0,"0"
"106","GIMAP6",1.56359350880138e-30,5.09867448522191e-32,1.56359350880139e-30,-2.79791079427301,"-1"
"107","GLRX",0.120939804873511,0.0853670025060484,0.120939804873511,0.628334676457283,"0"
"108","GMFG",1.08095007678725e-23,1.09661601992909e-24,1.08095007678725e-23,-0.736823545938662,"0"
"109","GMIP",5.53455892262519e-19,8.0210998878626e-20,5.53455892262519e-19,1.58971570545453,"1"
"110","GNLY",0.382446568647825,0.313162769979741,0.382446568647825,-0.207727431346316,"0"
"111","GPR65",0.804977864460256,0.772895413340463,0.804977864460256,0.0754845740445779,"0"
"112","GREM1",2.57998492715216e-08,9.56269347031091e-09,2.57998492715216e-08,2.01050157811991,"1"
"113","GZMB",0.113498569976139,0.079366753642735,0.113498569976139,0.471781049785119,"0"
"114","GZMH",0.294042729134888,0.23012039671426,0.294042729134888,-0.434999724757462,"0"
"115","GZMK",2.76931477088143e-05,1.35455613793113e-05,2.76931477088143e-05,1.19385144655093,"1"
"116","HCK",5.73359100246015e-19,8.51729098191544e-20,5.73359100246015e-19,-0.997706130773069,"0"
"117","HCLS1",0.0709533106955705,0.0478163615557106,0.0709533106955705,0.152750475172672,"0"
"118","HDC",0.515665921578774,0.457755761097802,0.515665921578774,0.0429841769686335,"0"
"119","HEPH",0.00126891863251837,0.000726409941803996,0.00126891863251837,0.752063858114804,"0"
"120","HGF",0.0851584147258398,0.0580064564074561,0.0851584147258398,0.291578676108835,"0"
"121","HLA-B",0.269695695538299,0.207157563239563,0.269695695538299,0.157584709574385,"0"
"122","HLA-DMA",0.946535913648016,0.919100090064015,0.946535913648016,-0.0403640364753279,"0"
"123","HLA-DPA1",5.43400781530595e-06,2.38230052772471e-06,5.43400781530595e-06,-0.177918425112496,"0"
"124","HLA-DPB1",6.35195080751363e-06,2.83076068595716e-06,6.35195080751362e-06,-0.181652970356089,"0"
"125","HLA-DRA",8.51610117778681e-15,1.82047090394718e-15,8.51610117778679e-15,-0.660910658043932,"0"
"126","HLA-E",1.26436962804144e-10,3.93970246418708e-11,1.26436962804144e-10,-0.28228490585987,"0"
"127","HLA-F",0.000352117642906547,0.000191368284188341,0.000352117642906547,0.167691254780872,"0"
"128","HLA-G",0.00926916174597274,0.0056085145347009,0.00926916174597274,1.14992467246498,"1"
"129","IFI30",0.359917585695768,0.290802837789872,0.359917585695768,0.0532185406465084,"0"
"130","IGF1",0.618229494209715,0.566710369692239,0.618229494209715,0.0293735209318885,"0"
"131","IGSF6",0.903177550419131,0.873726108557637,0.903177550419131,-0.137435662250865,"0"
"132","IKZF1",0.0683688044392342,0.045331489899927,0.0683688044392342,0.236708006861701,"0"
"133","IL10RA",0.153325410217079,0.111660896571134,0.153325410217079,0.313412736821823,"0"
"134","IL18R1",1.67605515657077e-05,7.95518933010039e-06,1.67605515657077e-05,-0.611497179068782,"0"
"135","IL18RAP",0.783895074133953,0.744079123026987,0.783895074133953,0.000975228880636868,"0"
"136","IL1B",0.29283916765544,0.226141180970319,0.29283916765544,-0.335622641752387,"0"
"137","IL2RB",2.71692227476713e-08,1.03350969490851e-08,2.71692227476714e-08,2.11528448550478,"1"
"138","IL2RG",1.80651837132995e-05,8.63987047157801e-06,1.80651837132995e-05,0.217537978853039,"0"
"139","IL32",0.000133018995522065,6.94012150549902e-05,0.000133018995522065,0.159731629205752,"0"
"140","IL4R",8.19098454352016e-07,3.41291022646673e-07,8.19098454352016e-07,0.39207951305513,"0"
"141","IL7R",1.26975590321322e-18,2.0242485413544e-19,1.26975590321322e-18,-1.90324106586414,"-1"
"142","IRF8",4.81239004945219e-05,2.3713226330634e-05,4.81239004945219e-05,-1.51506955187689,"-1"
"143","ISLR",1.74264358001185e-15,3.47265930799464e-16,1.74264358001185e-15,0.877272328618584,"0"
"144","ITGA4",0.0246947105443158,0.0154789308846617,0.0246947105443158,0.432250635516077,"0"
"145","ITGAL",8.88595355357758e-11,2.67222516285123e-11,8.88595355357758e-11,-1.77995023292685,"-1"
"146","ITGAM",0.0363585335832893,0.022921684215552,0.0363585335832893,-0.782796671796765,"0"
"147","ITGB2",0.848956704189821,0.818197403313378,0.848956704189821,-0.112238973634214,"0"
"148","ITGBL1",0.000450219754268716,0.000247947111046539,0.000450219754268716,1.19479517151414,"1"
"149","ITIH3",1,1,1,0,"0"
"150","ITIH5",2.78564036834579e-09,9.6891838898984e-10,2.78564036834579e-09,-0.785031438342134,"0"
"151","ITK",0.477617246769057,0.415319345016571,0.477617246769057,0.0478619649985472,"0"
"152","ITM2A",3.11682157919296e-21,3.83956281494786e-22,3.11682157919297e-21,-2.00424133113958,"-1"
"153","KCNJ8",6.22547692710657e-13,1.57892530759949e-13,6.22547692710655e-13,-2.83641978107245,"-1"
"154","KDR",0.037085997911775,0.0235146725889878,0.037085997911775,-0.858613027671993,"0"
"155","KLRB1",0.478888649213446,0.418160016161016,0.478888649213446,0.269108582773708,"0"
"156","KLRK1",1,1,1,0,"0"
"157","LAIR1",7.78443896189539e-06,3.52556112404682e-06,7.78443896189539e-06,-1.58588935991583,"-1"
"158","LAPTM5",9.10345807386074e-11,2.77061767465326e-11,9.10345807386073e-11,-0.118514555520823,"0"
"159","LCK",1.30424950271606e-10,4.11122125856149e-11,1.30424950271606e-10,2.24029192735449,"1"
"160","LCP2",0.0175670803537177,0.0109476008001429,0.0175670803537177,0.501790945413873,"0"
"161","LDB2",1.46722994176987e-41,1.59481515409769e-43,1.46722994176988e-41,-4.85493470717294,"-1"
"162","LGALS9",0.000232884081693816,0.000124879869893785,0.000232884081693816,0.137677953945245,"0"
"163","LILRB1",0.956362968156554,0.935678441922024,0.956362968156554,-0.0412358543463959,"0"
"164","LILRB2",0.269695695538299,0.207051498539835,0.269695695538299,0.220157760655728,"0"
"165","LMOD1",1.30529175797246e-14,2.83759077820099e-15,1.30529175797246e-14,-2.80450581891274,"-1"
"166","LPXN",6.1071920164085e-08,2.38977078902941e-08,6.1071920164085e-08,-0.358568751128155,"0"
"167","LRRC15",8.25816894712104e-08,3.26137831607317e-08,8.25816894712104e-08,1.90609301205948,"1"
"168","LRRC32",4.12227300267339e-20,5.52623554706216e-21,4.12227300267339e-20,-2.11156166717012,"-1"
"169","LSP1",0.266585101681634,0.202836490409939,0.266585101681634,0.0151302668303535,"0"
"170","LST1",9.6919946369546e-14,2.282534968848e-14,9.69199463695461e-14,-1.84386538459222,"-1"
"171","LTB",5.96290429139812e-18,9.93817381899687e-19,5.96290429139812e-18,3.7600006541585,"1"
"172","LUM",7.49164040825875e-10,2.5515007187548e-10,7.49164040825876e-10,0.284481173563664,"0"
"173","LY86",1.36535699898922e-14,3.01763684559212e-15,1.36535699898922e-14,-1.74800157423659,"-1"
"174","LY96",3.76070087486692e-17,6.81286390374441e-18,3.76070087486691e-17,0.951656195929981,"0"
"175","LYZ",6.82057014464033e-12,1.853415800174e-12,6.82057014464032e-12,-0.368959261338087,"0"
"176","MAF",4.72332763223955e-07,1.9509396741859e-07,4.72332763223955e-07,1.35834805881762,"1"
"177","MAFB",0.000300339219625026,0.00016213965117438,0.000300339219625026,0.247999049299531,"0"
"178","MFAP5",0.786635334813871,0.751098569832266,0.786635334813871,0.162725650642228,"0"
"179","MFSD1",4.4625791749314e-08,1.73005786854225e-08,4.4625791749314e-08,0.327383404810329,"0"
"180","MICAL1",0.00390343152384322,0.00231943032576191,0.00390343152384322,0.527968930022041,"0"
"181","MMP3",0.0694322755369467,0.0465397499070113,0.0694322755369467,0.31460574006678,"0"
"182","MNDA",2.35490679186534e-20,3.07161755460696e-21,2.35490679186534e-20,-1.66563818015308,"-1"
"183","MS4A4A",4.86188051816135e-09,1.72631989412976e-09,4.86188051816135e-09,-1.17514590831029,"-1"
"184","MS4A6A",1.61088857570773e-06,6.77040126022087e-07,1.61088857570772e-06,1.0403392312265,"1"
"185","MSN",0.781566703808855,0.733426725675701,0.781566703808855,0.00801939164569276,"0"
"186","MSR1",5.07654061964507e-28,2.94292209834497e-29,5.07654061964507e-28,-2.97956224068244,"-1"
"187","MXRA5",2.38717665807555e-25,1.81633006592704e-26,2.38717665807554e-25,4.90159065361245,"1"
"188","MYO1F",5.76592233655227e-05,2.88296116827613e-05,5.76592233655227e-05,-1.35762352256418,"-1"
"189","NCF2",9.04601840345432e-24,8.19385724950571e-25,9.0460184034543e-24,-0.921982544249531,"0"
"190","NCF4",0.305199435585344,0.241063322310163,0.305199435585344,-0.0961036246127955,"0"
"191","NCKAP1L",3.67673305283252e-16,6.92717821548157e-17,3.67673305283253e-16,-2.46120988858255,"-1"
"192","NFKBIA",0.741453766109561,0.690411659022309,0.741453766109561,0.0020213624140144,"0"
"193","NKG7",5.00817481211194e-05,2.48594184514252e-05,5.00817481211194e-05,-1.39634037226169,"-1"
"194","NOX4",0.440613922104403,0.378353259198346,0.440613922104403,0.0460701810010248,"0"
"195","OLFML1",2.04971918108447e-21,2.4507511947749e-22,2.04971918108446e-21,-2.50618446217053,"-1"
"196","OLFML2B",1.5623545884241e-22,1.75481855946186e-23,1.56235458842411e-22,3.96821191974637,"1"
"197","P2RY14",0.411337839443516,0.342012439954435,0.411337839443516,-0.0775300469057211,"0"
"198","PAPPA",0.10510760386014,0.0723566838167632,0.10510760386014,0.243501435831467,"0"
"199","PCDH12",2.79999185014939e-11,8.01446942615224e-12,2.79999185014939e-11,-2.07695414110904,"-1"
"200","PDE2A",6.78857426737449e-06,3.04993916360303e-06,6.78857426737449e-06,-0.308343040803033,"0"
"201","PDGFRB",2.36579261039519e-05,1.14860945577158e-05,2.36579261039519e-05,0.416971044941075,"0"
"202","PIK3R5",0.000851220428759361,0.000484208722156593,0.000851220428759361,-0.339721633983217,"0"
"203","PLEK",0.120939804873511,0.0854466012693285,0.120939804873511,-0.318551398052724,"0"
"204","PLXDC1",0.00966122510840792,0.00588074571816134,0.00966122510840792,0.469756064544746,"0"
"205","PLXNC1",1.5131073433619e-05,7.01730941848995e-06,1.5131073433619e-05,1.17160305627752,"1"
"206","PRF1",2.25702571743516e-07,9.24072123442658e-08,2.25702571743516e-07,-1.92239534907,"-1"
"207","PRKG1",0.440613922104403,0.376477808483788,0.440613922104403,0.157053777914403,"0"
"208","PSTPIP1",0.12661956835377,0.0903769345502352,0.12661956835377,0.152015167144456,"0"
"209","PTGER2",0.0375253324865363,0.0240004698478307,0.0375253324865363,0.620881459638629,"0"
"210","PTGER3",0.359917585695768,0.290802976848392,0.359917585695768,0.100045766969686,"0"
"211","PTGER4",2.40202102892981e-29,9.57327221674924e-31,2.40202102892981e-29,-3.67814143772058,"-1"
"212","PTGIS",2.71692227476713e-08,1.03361173496576e-08,2.71692227476714e-08,-2.04414364598882,"-1"
"213","PTPRC",0.00128255301837982,0.0007388620649362,0.00128255301837982,-0.617353343483806,"0"
"214","PTPRCAP",1,1,1,0,"0"
"215","PTPRE",0.000122887081093783,6.23340266417742e-05,0.000122887081093783,1.26027236749252,"1"
"216","PVRIG",0.618229494209715,0.566710369692239,0.618229494209715,0.0128960849728329,"0"
"217","RAB27A",0.110240150301439,0.0766888002096965,0.110240150301439,0.0657943428998129,"0"
"218","RABGAP1L",0.00071344147329186,0.000403249528382356,0.00071344147329186,1.26484820194625,"1"
"219","RAC2",0.000176594276319527,9.3415812835692e-05,0.000176594276319527,0.138654525577257,"0"
"220","RAMP3",2.82038642504197e-28,1.43063079531115e-29,2.82038642504198e-28,-2.6304923513193,"-1"
"221","RARRES2",0.000546937395793645,0.000306226598268075,0.000546937395793644,-0.316787645739725,"0"
"222","RASGRP3",0.238652066315019,0.178989049736265,0.238652066315019,0.109189958596178,"0"
"223","RASSF2",6.36592866498157e-11,1.8682616734185e-11,6.36592866498156e-11,-1.5375741774933,"-1"
"224","RGS1",2.04987758656058e-16,3.78781727951411e-17,2.04987758656058e-16,2.12031840376756,"1"
"225","RGS4",0.144806592078859,0.104932313100622,0.144806592078859,0.214819085308386,"0"
"226","RHOG",2.57998492715216e-08,9.62820461944464e-09,2.57998492715216e-08,0.1035678123339,"0"
"227","RHOH",0.0399301972796409,0.0258967583806366,0.0399301972796409,0.362122608227385,"0"
"228","RNASE6",6.45808207715705e-11,1.91870554466261e-11,6.45808207715706e-11,0.858907200800418,"0"
"229","RSAD2",0.132792896664944,0.0952644693465901,0.132792896664944,0.652640000634251,"0"
"230","RUNX1T1",0.477617246769057,0.415319345016571,0.477617246769057,0.0496245953439977,"0"
"231","S100A8",1.61766209719323e-10,5.15776320844217e-11,1.61766209719323e-10,-1.51040171760679,"-1"
"232","S100A9",0.37446512826616,0.305270484999587,0.37446512826616,0.308570770880017,"0"
"233","SAMHD1",1.90388094946541e-12,5.03562714894837e-13,1.90388094946541e-12,-0.303488573592296,"0"
"234","SAMSN1",0.164472511758105,0.120970724227881,0.164472511758105,0.628393010497815,"0"
"235","SCUBE2",0.000368139600387734,0.000201409708907782,0.000368139600387734,1.1861007526308,"1"
"236","SELL",4.2760982297628e-06,1.85917314337513e-06,4.27609822976279e-06,1.91755087107997,"1"
"237","SELPLG",2.57945608469093e-24,2.0560881834493e-25,2.57945608469094e-24,-0.773730162078122,"0"
"238","SERPING1",3.6970294189251e-13,9.24257354731275e-14,3.6970294189251e-13,-0.290568019279658,"0"
"239","SFRP4",1.74184996594395e-13,4.22840390283497e-14,1.74184996594396e-13,2.88418483803718,"1"
"240","SGCD",0.515665921578774,0.457755761097802,0.515665921578774,0.0318062922038974,"0"
"241","SH2B3",0.000546937395793645,0.000307156870826141,0.000546937395793644,-0.340773194172772,"0"
"242","SH2D1A",0.12661956835377,0.0903770107452637,0.12661956835377,0.152895398348926,"0"
"243","SIGLEC1",1.29024051928976e-08,4.67478449018029e-09,1.29024051928976e-08,-1.95855722754917,"-1"
"244","SLA",6.2472523831687e-06,2.76146663313979e-06,6.2472523831687e-06,-1.49963757583158,"-1"
"245","SP140",0.29283916765544,0.227056456080668,0.29283916765544,0.112145575211655,"0"
"246","SPON1",0.0405971882252834,0.0264764271034457,0.0405971882252834,-1.0687359677495,"-1"
"247","SPON2",2.2518662579254e-10,7.3430421454089e-11,2.2518662579254e-10,2.67381381823944,"1"
"248","SRGN",1.40798808741574e-07,5.66256078634592e-08,1.40798808741574e-07,-0.137151413954637,"0"
"249","SULF1",7.97931320989334e-26,5.78211102166183e-27,7.97931320989332e-26,5.51557125170935,"1"
"250","TAP1",7.98464097168818e-21,1.01254505075756e-21,7.98464097168821e-21,0.669478303265026,"0"
"251","TCF21",8.71408848300765e-67,3.15727843587231e-69,8.71408848300758e-67,-4.30049886178472,"-1"
"252","TCIRG1",1.73600881624419e-14,3.89972994953405e-15,1.73600881624419e-14,0.570216196034865,"0"
"253","TFEC",0.764986713184275,0.715096275367909,0.764986713184275,0.1041626417809,"0"
"254","TGFB1",0.0415204529346616,0.0272289926854121,0.0415204529346616,0.0265664273074195,"0"
"255","THBS2",3.20228582951716e-31,8.12173942268844e-33,3.20228582951716e-31,6.24436865029832,"1"
"256","TLR2",0.363309064922476,0.294859530951575,0.363309064922476,-0.681206868505465,"0"
"257","TLR7",0.477617246769057,0.415319345016571,0.477617246769057,0.0308226767421399,"0"
"258","TNFAIP3",0.949567698686068,0.925484459951277,0.949567698686068,0.0755498423687806,"0"
"259","TNFRSF1B",0.204550303807131,0.151930479277035,0.204550303807131,0.0403300286648021,"0"
"260","TNFSF4",0.255662544295058,0.193599449005666,0.255662544295058,0.102621361621261,"0"
"261","TNN",1,1,1,0,"0"
"262","TPP1",3.80032423050717e-08,1.4595448131658e-08,3.80032423050717e-08,0.149537892041554,"0"
"263","TPST2",0.521111473146021,0.466357006764736,0.521111473146021,-0.234081707942137,"0"
"264","TRAF3IP3",0.440613922104403,0.37835286848756,0.440613922104403,0.0246136485203996,"0"
"265","TRAT1",0.693981640367809,0.641178689470258,0.693981640367809,0.0184928217158336,"0"
"266","TYROBP",2.83992797758834e-19,4.0129417074618e-20,2.83992797758835e-19,-0.339903639388029,"0"
"267","VAV1",1.04582001307448e-13,2.50087394430855e-14,1.04582001307448e-13,2.84568668979699,"1"
"268","VCAM1",3.15421345960324e-12,8.45694913082031e-13,3.15421345960325e-12,2.88474726310271,"1"
"269","VNN2",0.611591602742512,0.556193812639023,0.611591602742512,-0.0345474146407047,"0"
"270","VSIG4",3.12090581555147e-28,1.69614446497362e-29,3.12090581555146e-28,-1.28989369826512,"-1"
"271","WIPF1",2.32767153762254e-17,4.04812441325658e-18,2.32767153762254e-17,0.915775362201642,"0"
"272","WNT2",0.299893254951017,0.235785638856416,0.299893254951017,-0.189845652697729,"0"
"273","ZAP70",0.0149597205498562,0.00921432062853462,0.0149597205498562,0.3546654241492,"0"
"274","ZEB2",1.07139286276485e-05,4.89114133001344e-06,1.07139286276485e-05,-0.0873575488048564,"0"
"275","ZFPM2",0.310357795086836,0.246262163492816,0.310357795086836,0.0907065750951471,"0"
"276","ZNF423",0.783895074133953,0.744079123026987,0.783895074133953,0.0138991541911167,"0"
